PAIS,FORMATO,ZONA,CODIGO_FAMILIA,CATEGORY_NBR,CATEGORY_DESC,MARCA,FINELINE,N_FINELINE,N_MARCA,COST_UNIT,SELL_QTY,TOTAL_SKUS,ITEM_PRIMARIO,DESC_PRIMARIO,VENTAS_PRIMARIO,PRECIO_PRIMARIO,ROTACION_PRIMARIO,N_PRECIOS_DISTINTOS,SKUS_IGUAL_PRECIO,SKUS_DIFERENTE_PRECIO,SKUS_SIN_PRECIO,PCT_ALINEACION,OBSERVACIONES
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0237,6894,BEVERAGE ALCOHOL - BEER D96,MOOSEHEAD,CERVEZA ARTESANAL,1028,43551,600.03,355.0,1,70268761,CERVEZA MOOSEHEAD LATA LAGER 355 ML,2196.0,620.0,4.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0238,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL PERSO,1706,1324,662.293,355.0,1,9518557,REFRESC GAS COCA COLA ORIGINAL LAT 355ML,20010.0,780.0,29.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0239,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB SABOR REGUL PERS,1756,969,662.293,355.0,2,9508659,REFRESC GAS GINGER ALE QUINADA LAT 355ML,13168.0,930.0,16.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0240,6894,BEVERAGE ALCOHOL - BEER D96,CEZKA,CERVEZA LAGER PAQ,1000,50116,1594.4978,1980.0,1,70464110,CERVEZA CEZKA LAGER 4.0 ALC 6PK 330ML,0,2500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0241,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA LAGER PAQ,1000,6054,3412.6339,1980.0,1,70593538,CERVEZA STELLA ARTOIS LATA 6PACK 1980ML,67832.0,6440.0,13.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0242,6894,BEVERAGE ALCOHOL - BEER D96,MILLER,CERVEZA LAGER UNIDAD,1025,4203,711.9,355.0,1,70571420,CERVEZA MILLER LATA LITE 355 ML,0,1020.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0243,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK FAMILIAR,1758,1324,2475.0051,5000.0,1,75046961,"2P 2,5 COCA COLA SIN AZUCAR 2500 ML",41742.0,2620.0,18.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0244,6987,BEVERAGES - CARBONATED-D95,EVERVESS,BEB SABOR REGUL FAMI,1754,2175,927.73,1500.0,2,70244724,SODA EVERVESS 1500 ML,71900.0,1130.0,72.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0245,6894,BEVERAGE ALCOHOL - BEER D96,LINDEMANS,CERVEZA LAGER UNIDAD,1025,3738,1626.07,250.0,1,70425773,CERVEZA LINDEMANS MANZANA BOTELLA 250ML,0,1700.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0246,6987,BEVERAGES - CARBONATED-D95,MIRINDA,BEB SABOR REGUL FAMI,1754,4229,1480.3,3000.0,1,9525571,REFRESCO GASEOSO MIRINDA PINA PET 3000ML,15750.0,1780.0,10.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0247,6894,BEVERAGE ALCOHOL - BEER D96,IMPERIAL,CERVEZA LAGER PAQ,1000,3035,5309.87,2800.0,1,75314808,IMPERIAL ORIG 350ML LT 7 MAS 1 2800 ML,0,1500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0248,6987,BEVERAGES - CARBONATED-D95,SPRITE,BEB SABOR REGUL PERS,1756,6015,1031.2719,1500.0,1,75382240,BEBIDA SPRITE 1500 ML,17901.0,1190.0,17.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0249,6894,BEVERAGE ALCOHOL - BEER D96,IMPERIAL,ENVASE VACIO CERVEZA,1375,3035,196.62,1.0,1,9608687,ENV VAC FLORIDA VIDR CERV Y REF,1272.0,240.0,6.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0250,6894,BEVERAGE ALCOHOL - BEER D96,IMPERIAL,CERVEZA LAGER PAQ,1000,3035,5309.87,350.0,1,75320610,IMPERIAL SILVER 350MLLT 7 1,0,1500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0251,6894,BEVERAGE ALCOHOL - BEER D96,LEFFE,CERVEZA ARTESANAL,1028,3673,1087.4894,330.0,2,75509030,CERVEZA LEFFE OSCURA BOT VD 330ML,7590.0,1430.0,6.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0252,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB COLA LIGHT PERSO,1702,2238,1154.9956,2500.0,1,75294438,FANTA UVA 2500 ML RET BOT UNIVERSAL,5355.0,1210.0,5.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0253,6894,BEVERAGE ALCOHOL - BEER D96,NEGRA MODELO,CERVEZA LAGER UNIDAD,1025,4484,713.2786,335.0,1,70234756,CERVEZA NEGRA MODELO VIDRIO 335ML,25760.0,1040.0,28.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0254,6894,BEVERAGE ALCOHOL - BEER D96,MILLER,CERVEZA LAGER UNIDAD,1025,4203,915.3,355.0,1,70571423,CERVEZA MILLER BOT GEN DRAFT 355ML,3081.0,1160.0,3.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0255,6894,BEVERAGE ALCOHOL - BEER D96,MENABREA,CERVEZA LAGER UNIDAD,1025,33827,1087.06,330.0,1,70507182,CERVEZA MENABREA BIONDA BOT 330 ML,0,1400.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0256,6894,BEVERAGE ALCOHOL - BEER D96,SAMUEL ADAMS,CERVEZA ARTESANAL,1028,36184,1072.9802,355.0,1,70111400,CERVEZA SAMUEL ADAMS BOTELLA 355ML,13728.0,1410.0,11.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0257,6894,BEVERAGE ALCOHOL - BEER D96,DAURA,CERVEZA UD GF,1301,47717,1322.1,330.0,1,70593518,CERVEZA DAMM DAURA SIN GLUTEN BOTE 330ML,17764.0,1440.0,15.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0258,6894,BEVERAGE ALCOHOL - BEER D96,BUSCH LIGHT,CERVEZA LAGER PAQ,1000,52976,359.9954,355.0,1,75348870,CERVEZA BUSCH LIGHT LATA 355 ML,20160.0,570.0,40.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0259,6894,BEVERAGE ALCOHOL - BEER D96,SOL,CERVEZA LAGER UNIDAD,1025,5935,837.33,330.0,1,70369434,CERVEZA SOL 330ML BOTELLA,0,980.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0260,6894,BEVERAGE ALCOHOL - BEER D96,PRESIDENTE,CERVEZA PILSENER UND,1275,5150,3419.945,2130.0,2,75348873,CERVEZA PRESIDENTE 6 PACK LATA 355 ML,0,4510.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0261,6894,BEVERAGE ALCOHOL - BEER D96,NATURAL LIGHT,CERVEZA LAGER PAQ,1000,230608,2174.9675,2130.0,1,75519440,CERVEZA NATURAL LIGHT 6 PACK 355ML,0,2900.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0262,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB COLA REGUL PERSO,1706,969,621.5,355.0,1,75244621,CANADA DRY BLACK BERRY 355ML,1504.0,850.0,2.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0263,6894,BEVERAGE ALCOHOL - BEER D96,MILWAUKEES,CERVEZA LAGER PAQ,1000,41923,6661.35,4260.0,1,70014684,CERVEZ MILWAUK BEST ICE LATA 12PK 4260ML,0,7100.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0264,6894,BEVERAGE ALCOHOL - BEER D96,ESTRELLA,CERVEZA LAGER PAQ,1000,2142,5669.21,1980.0,1,75380142,CERVEZA DAMM 6PK INEDIT 1980 ML,0,4500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0265,6894,BEVERAGE ALCOHOL - BEER D96,BUDWEISER,CERVEZA LAGER PAQ,1000,890,4242.0426,2100.0,1,70120477,CERV BUDWEISER 6 PACK VID,0,5750.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0266,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL FAMIL,1704,1324,1060.2338,1500.0,1,9525151,REFRESCO GASEOSO COCA COLA PET 1500ML,113619.0,1190.0,108.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0267,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER UNIDAD,1025,1434,899.6721,330.0,1,75430266,CERVEZA CORONA BOT 330 ML,0,1200.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0268,6894,BEVERAGE ALCOHOL - BEER D96,MODELO,CERVEZA LAGER UNIDAD,1025,4259,839.9968,355.0,1,70609777,CERVEZA MODELO LATA 355ML,0,910.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0269,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,CAJA/ENV PLAST/GASEO,1708,1324,600.03,1.0,1,9509275,ENV GAS COCA C 2.50 L RETORN 1EA,2019.0,760.0,3.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0270,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER PAQ,1000,1434,2250.1125,1242.0,1,75519439,CERVEZA CORONITA BOTELLA 6 PK 207 ML,0,3000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0271,6987,BEVERAGES - CARBONATED-D95,COTUBA,BEB SABOR REGUL FAMI,1754,1464,901.74,2000.0,1,70677266,BEBIDA GUARANA COTUBA 2000 ML,8850.0,1000.0,10.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0272,6894,BEVERAGE ALCOHOL - BEER D96,MILLER,CERVEZA LAGER UNIDAD,1025,4203,885.92,473.0,2,75464108,CERVEZA MILLER LITE LATA 473 ML,0,1190.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0273,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER PAQ,1000,1434,4799.9575,2130.0,1,75519442,CERVEZA CORONA 6 PACK LATA 355 ML,0,6300.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0274,6894,BEVERAGE ALCOHOL - BEER D96,CARTA BLANCA,CERVEZA LAGER UNIDAD,1025,1059,743.54,473.0,1,70185189,CERVEZA CARTA BLANCA 473ML,0,800.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0275,6894,BEVERAGE ALCOHOL - BEER D96,BAVARIA,CERVEZA PILSENER UND,1275,587,805.69,350.0,1,9608274,BAVARIA CERVEZA PREMIUM LATA LIGHT 350ML,0,1000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0276,6894,BEVERAGE ALCOHOL - BEER D96,BUSCH,CERVEZA LAGER PAQ,1000,44136,855.0371,740.0,1,75495150,CERVEZA BUSCH LIGHT LT 740ML,14205.0,1070.0,15.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0277,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA LIGHT PERSO,1702,1324,14948.77,2844.0,1,75476139,COCA ZERO MINILATE Y BALON 12P 2844ML,0,10000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0278,6894,BEVERAGE ALCOHOL - BEER D96,MILWAUKEES,CERVEZA LAGER PAQ,1000,41923,6415.01,4260.0,1,70571429,CERVEZ MILWAUK BEST ICE LATA 12PK 355 ML,0,7100.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0279,6987,BEVERAGES - CARBONATED-D95,COTUBA,BEB SABOR REGUL PERS,1756,1464,526.58,600.0,1,70522369,BEBIDA GUARANA COTUBA 600 ML,0,500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0280,6894,BEVERAGE ALCOHOL - BEER D96,HOLTLAND,CERVEZA LAGER PAQ,1000,230419,2237.4,1980.0,1,75397702,CERVEZA HOLTLAND 6PACK 1980 ML,0,2790.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0281,6894,BEVERAGE ALCOHOL - BEER D96,DAMM,CERVEZA ARTESANAL,1028,44749,898.35,330.0,1,70070852,CERVEZA DAMM LEMON BOTELLA 330ML,1106.0,1250.0,1.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0282,6987,BEVERAGES - CARBONATED-D95,69,BEB PACK PERSONAL,1760,1,3362.88,6000.0,1,75255653,24PK REFRESCO BIG COLA 24 PACK 6000ML,0,3000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0283,6987,BEVERAGES - CARBONATED-D95,CANADA DRY,BEB COLA LIGHT FAMIL,1700,969,1337.9652,2500.0,1,75156797,REFRESC GAS GINGER ALE SIN AZUCAR 2500ML,199229.0,1610.0,140.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0284,6987,BEVERAGES - CARBONATED-D95,SAN PELLEGRINO,BEB SABOR REGUL PERS,1756,5630,751.45,330.0,1,70250850,AGUA SAN PELLEGRINO QUINADA 330ML,0,1070.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0285,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA LIGHT PERSO,1702,1324,662.293,354.0,1,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,33323.0,820.0,46.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0286,6894,BEVERAGE ALCOHOL - BEER D96,ESTRELLA,CERVEZA LAGER UNIDAD,1025,2142,953.8104,330.0,1,70179648,CERVEZA ESTRELLA DE GALICIA LATA 330 ML,0,1190.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0287,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER UNIDAD,1025,1434,899.9998,330.0,1,75489414,CERVEZA CORONA VD 330 ML,402498.0,1200.0,553.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0288,6894,BEVERAGE ALCOHOL - BEER D96,LINDEMANS,CERVEZA LAGER UNIDAD,1025,3738,1582.9379,250.0,1,70593523,CERVEZA LINDEMANS MANZANA BOTELLA 250ML,0,1700.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0289,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER PAQ,1000,1434,3262.4908,1242.0,1,70026050,CERVEZA CORONA EXTRA BOTELLA 6 PK 207 ML,0,3000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0290,6894,BEVERAGE ALCOHOL - BEER D96,ESTRELLA,CERVEZA LAGER PAQ,1000,2142,3528.99,1500.0,2,75380140,CERVEZA DAMM 6PK S ALC 1500 ML,0,3000.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0291,6894,BEVERAGE ALCOHOL - BEER D96,LANDERBRAU,CERVEZA LAGER PAQ,1000,50139,1986.54,1980.0,1,75423835,CERVEZA LANDER BRAU LATA 33CL 6P 1980 ML,0,2550.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0292,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA S/ALCOH UND,1350,1434,874.62,355.0,1,75333738,CERVEZA CORONA CERO 355ML,0,1150.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0293,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL PERSO,1706,1324,437.2535,355.0,1,70369307,GASEOSA COCA COLA PET 355ML,89837.0,520.0,197.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0294,6894,BEVERAGE ALCOHOL - BEER D96,MOOSEHEAD,CERVEZA ARTESANAL,1028,43551,728.85,350.0,1,70374369,CERVEZA BOTELLA LAGER MOOSEHEAD 350ML,0,860.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0295,6894,BEVERAGE ALCOHOL - BEER D96,MICHELOB,CERVEZA LAGER UNIDAD,1025,36178,787.5196,355.0,1,75509280,CERVEZA MICHELOB BOT VD 355 ML,144795.0,1000.0,277.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0296,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB COLA REGUL PERSO,1706,2238,621.5,355.0,3,75244619,FANTA SABOR BERRY 355ML,3450.0,650.0,6.0,1,3,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0297,6894,BEVERAGE ALCOHOL - BEER D96,POLAR,CERVEZA LAGER UNIDAD,1025,5078,787.5196,355.0,1,75280477,POLAR PILSENER EN LATA 355 ML,0,1050.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0298,6894,BEVERAGE ALCOHOL - BEER D96,PRESIDENTE,CERVEZA PILSENER UND,1275,5150,824.6175,355.0,1,70504109,CERVEZA PRESIDENTE BOT VIDRIO 355 ML,0,950.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0299,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,2574.0044,3000.0,1,75049245,12 PACK COCA COLA ORIGINAL 250 ML,41535.0,3610.0,13.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0300,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER UNIDAD,1025,1434,809.3173,330.0,1,75010149,CERVEZA CORONA BOTELLA 330 ML,0,1200.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0301,6894,BEVERAGE ALCOHOL - BEER D96,RED STRIPE,CERVEZA LAGER UNIDAD,1025,39358,857.9977,330.0,1,70021924,CERVEZA RED STRIPE BOTELLA 330ML,5790.0,1090.0,6.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0302,6987,BEVERAGES - CARBONATED-D95,FRESCA,BEB SABOR REGUL PERS,1756,2441,437.2535,355.0,1,70467920,GASEOSA FRESCA PET 355ML,21380.0,510.0,48.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0303,6987,BEVERAGES - CARBONATED-D95,PEPSI,BEB COLA REGUL FAMIL,1704,4907,1480.3,3000.0,1,9506909,REFRESC GAS PEPSI PET 3000ML,53800.0,1520.0,40.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0304,6894,BEVERAGE ALCOHOL - BEER D96,FLENSBURGER,CERVEZA PILSENER UND,1275,50043,1469.0,330.0,1,75400207,CERVEZA FLENSBURGER PILSENER 330 ML,0,2260.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0305,6894,BEVERAGE ALCOHOL - BEER D96,MOOSEHEAD,CERVEZA LAGER UNIDAD,1025,43551,600.03,355.0,1,70199215,CERVEZA CRACKED CANOE LATA 355 ML,8712.0,820.0,12.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0306,6894,BEVERAGE ALCOHOL - BEER D96,ERDINGER,CERVEZA LAGER PAQ GF,1001,33296,6113.3,1320.0,1,75495609,4PK CERVEZ BOT ERDINGER CON VASO 1320 ML,0,8150.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0307,6987,BEVERAGES - CARBONATED-D95,CHUBBY,BEB SABOR REGUL FAMI,1754,230394,2058.86,3000.0,1,75101340,BEBIDA CARBONAT SURT CHUBBY 12P 250 ML,2478.0,2800.0,1.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0308,6987,BEVERAGES - CARBONATED-D95,PEPSI,BEB COLA REGUL PERSO,1706,4907,592.12,600.0,1,9521245,REFRESC GAS PEPSI PET 600ML,13205.0,750.0,22.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0309,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK FAMILIAR,1758,1324,3021.4053,7500.0,1,70355406,REFRESC COCAC FUZE Y SQUIRT 3PK 7500ML,0,3500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0310,6894,BEVERAGE ALCOHOL - BEER D96,CARTA BLANCA,CERVEZA LAGER UNIDAD,1025,1059,4174.22,3784.0,1,75300717,CERVEZA CARTA BLANCA 8X6 3784 ML,0,5300.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0311,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER PAQ,1000,1434,2686.01,2130.0,1,70080646,CERVEZA CORONA 6 PACK LATA 355 ML,0,6300.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0312,6894,BEVERAGE ALCOHOL - BEER D96,MODELO,CERVEZA LAGER UNIDAD,1025,4259,787.5196,355.0,2,75494729,CERVEZA MODELO ESP VD 355 ML,118920.0,1040.0,161.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0313,6894,BEVERAGE ALCOHOL - BEER D96,PILSEN,CERVEZA PILSENER UND,1275,4986,709.301,350.0,2,9608302,CERVEZA PILSEN BOTELLA RETORNABLE 350 ML,726.0,820.0,1.0,2,1,1,0,50.0,1/2 SKUs desalineados
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0314,6987,BEVERAGES - CARBONATED-D95,7UP,BEB SABOR REGUL PERS,1756,31,963.89,2500.0,1,75255652,REFRESCO GAS 7UP LIMA LIMON PET 2500ML,20843.0,1240.0,19.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0315,6894,BEVERAGE ALCOHOL - BEER D96,DAURA,CERVEZA LAGER UNIDAD,1025,47717,998.92,330.0,1,75276746,CERVEZA DAURA SGLUT LATA 330ML,6105.0,1380.0,5.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0316,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA PILSENER UND,1275,6054,756.0039,330.0,1,70593515,CERVEZA STELLA ARTOIS BOTELLA 330ML,0,1280.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0317,6987,BEVERAGES - CARBONATED-D95,FRESCA,BEB SABOR REGUL FAMI,1754,2441,1901.6205,3000.0,1,9541783,REFRESCO GASEOSO FRESCA TORONJA 3000ML,44406.0,2100.0,24.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0318,6894,BEVERAGE ALCOHOL - BEER D96,BUDWEISER,CERVEZA LAGER UNIDAD,1025,890,1265.6,740.0,1,70299718,CERVEZA BUDWEISER LATA 740ML,0,1380.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
