PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,MARCA,CATEGORIA,SKU_PRIMARIO,PRECIO_PRIMARIO,VENTAS_PRIMARIO,ROTACIONES_PRIMARIO,TOTAL_SKUS,SKUS_VALIDOS,SKUS_PACK_GRAMAJE,PRECIOS_DISTINTOS,SKUS_ALINEADOS,SKUS_NO_ALINEADOS,PCT_ALINEACION,TIENE_SKU_PRIMARIO,SKUS_SIN_PRECIO,SKUS_SIN_VENTAS,VENTAS_FAMILIA,ESTADOS_PRESENTES
CR,BODEGAS,ALAJUELA - GAM,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,7710.0,13646.0,2.0,10,10,0,4,4,6,40.0,1,0,8,20469.0,Diferente al Primario | Igual al Primario
GT,DESCUENTO,A - ROJA,70222026,DEO DOVE AERO ORIGINAL WOMAN 150ML,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,70222026,25.0,3047.94,123.0,7,7,0,4,1,6,14.29,1,0,0,20201.62,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,254167,JABON PROTEX AVENA ANTIBACTE 3PCK 110GR,PROTEX,HAND AND BODY WASHING D02,254167,17.5,4168.53,267.0,8,8,0,4,2,6,25.0,1,0,0,19809.38,Diferente al Primario | Igual al Primario
HN,DESCUENTO,C - AMARILLA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,22.8,1258.56,66.0,12,12,0,3,6,6,50.0,1,0,6,19388.67,Diferente al Primario | Igual al Primario
HN,BODEGAS,A - ROJA,70274950,ALIM DOG CHOW HUME PERR POUC POLLO 100GR,DOG CHOW,PET FOOD DOG D08,70274950,26.0,3802.73,181.0,7,7,0,3,1,6,14.29,1,0,0,18915.52,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,6635.0,5.0,7,7,0,4,1,6,14.29,1,0,2,17528.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,ALAJUELA - GAM,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,9289.0,7.0,7,7,0,4,1,6,14.29,1,0,3,17156.0,Diferente al Primario | Igual al Primario
GT,WALMART,B - NARANJA,70489186,SOPA MAGGI DE POLLO FIDEOS 55 GR,MAGGI,SOUPS - SHELF STABLE-D92,70489186,2.6,6954.5,3275.0,7,7,0,2,1,6,14.29,1,0,0,15491.82,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,75200524,DET POLVO XEDEX MAXPOD ORIG 4500GR,XEDEX,LAUNDRY DETERGENTS D13,75200524,5380.0,4761.0,1.0,9,9,0,2,3,6,33.33,1,0,7,14849.0,Diferente al Primario | Igual al Primario
HN,BODEGAS,B - NARANJA,70262594,DESODORA NIVEA SPRAY DAM ACLAR NAT 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,70262594,139.0,483.48,4.0,12,12,0,3,6,6,50.0,1,0,0,14296.32,Diferente al Primario | Igual al Primario
CR,WALMART,RURAL NORTE,75273383,HELADO SULI COMBINADO 960GR,SULI,ICE CREAM AND FROZEN DESSERTS D91,75273383,4010.0,6743.0,2.0,7,7,0,4,1,6,14.29,1,0,5,13735.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75089058,HAUS STRIPES TOALLA PLAYA,HAUS,BATHROOM - TOWELS D20,75089058,3900.0,3451.0,1.0,7,7,0,4,1,6,14.29,1,0,4,13273.0,Diferente al Primario | Igual al Primario
NI,SUPERMERCADOS,B - NARANJA,70346961,VINO TINTO RIUNITE LAMBRUSCO 750ML,TRAPICHE,BEVERAGE ALCOHOL - WINE D96,70346961,555.0,1960.88,5.0,9,9,0,6,3,6,33.33,1,0,2,13097.390000000001,Diferente al Primario | Igual al Primario
GT,DESCUENTO,E - AZUL,70227193,HELAD FOREMOST FRESA 1000GR,FOREMOST,ICE CREAM AND FROZEN DESSERTS D91,70227193,29.0,3189.53,143.0,7,7,0,3,1,6,14.29,1,0,1,13073.95,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,254167,JABON PROTEX AVENA ANTIBACTE 3PCK 110GR,PROTEX,HAND AND BODY WASHING D02,254167,17.5,2829.03,181.0,8,8,0,4,2,6,25.0,1,0,0,12979.44,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,75273383,HELADO SULI COMBINADO 960GR,SULI,ICE CREAM AND FROZEN DESSERTS D91,75273383,4010.0,3549.0,1.0,7,7,0,6,1,6,14.29,1,0,5,12549.0,Diferente al Primario | Igual al Primario
HN,BODEGAS,A - ROJA,70262594,DESODORA NIVEA SPRAY DAM ACLAR NAT 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,70262594,139.0,1450.44,12.0,12,12,0,3,6,6,50.0,1,0,0,12077.27,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,70324917,TORTILLA TORTIRICA MAIZ 25EA 462GR,TORTIRICA,BREAD SHELF STABLE D81,70324917,1640.0,11368.0,7.0,7,7,0,2,1,6,14.29,1,0,6,11368.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,3981.0,3.0,7,7,0,4,1,6,14.29,1,0,4,10105.0,Diferente al Primario | Igual al Primario
HN,SUPERMERCADOS,C - AMARILLA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,23.3,1106.75,56.0,12,12,0,3,6,6,50.0,1,0,6,9950.980000000001,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,1383300,LIMP FABULOSO DESINFECTANT LAVANDA 750ML,FABULOSO,CLEANERS - FLOOR D13,1383300,8.65,3336.12,442.0,7,7,0,4,1,6,14.29,1,0,0,9099.61,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,3981.0,3.0,7,7,0,5,1,6,14.29,1,0,3,8715.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,7962.0,6.0,7,7,0,4,1,6,14.29,1,0,6,7962.0,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,255252,DEO NIVEA MEN SPRAY BLACK WHITE 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,255252,27.7,1978.4,80.0,8,8,0,4,2,6,25.0,1,0,2,7643.539999999999,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75089058,HAUS STRIPES TOALLA PLAYA,HAUS,BATHROOM - TOWELS D20,75089058,3900.0,3451.0,1.0,7,7,0,4,1,6,14.29,1,0,5,6725.0,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,9628511,CERVEZA GALLO LATA 472ML,GALLO,BEVERAGE ALCOHOL - BEER D96,9628511,9.0,4687.32,583.0,10,10,0,2,4,6,40.0,1,0,6,6616.92,Diferente al Primario | Igual al Primario
GT,WALMART,B - NARANJA,70400801,VINO CASILLERO DEL DIABLO SAVING 750 ML,CASILLERO DEL DIABLO,BEVERAGE ALCOHOL - WINE D96,70400801,76.5,1297.7,19.0,7,7,0,3,1,6,14.29,1,0,0,5770.04,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,75186652,TERRE DE VIE ACOND BIO COLLAGEN 400 ML,TERRE DE VIE,HAIR CARE CONDITIONER TREAT D02,75186652,7300.0,0.0,0.0,10,10,0,4,4,6,40.0,1,0,9,5310.0,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,75459353,KIT TINTE LOREAL PERMAN EXCEL 81 45GR,EXCELLENCE,HAIR CARE - COLOR D02,75459353,70.0,625.0,10.0,11,11,0,3,5,6,45.45,1,0,0,5116.64,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,B - NARANJA,70489186,SOPA MAGGI DE POLLO FIDEOS 55 GR,MAGGI,SOUPS - SHELF STABLE-D92,70489186,2.6,2059.94,967.0,7,7,0,2,1,6,14.29,1,0,0,4827.540000000001,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,70400801,VINO CASILLERO DEL DIABLO SAVING 750 ML,CASILLERO DEL DIABLO,BEVERAGE ALCOHOL - WINE D96,70400801,76.5,341.5,5.0,7,7,0,3,1,6,14.29,1,0,1,4800.01,Diferente al Primario | Igual al Primario
SV,WALMART,C - AMARILLA,70159028,CEREAL KOMPLETE ALMENDRA 390 G,KELLOGGS,BRKFST CEREL BAR-PASTRY-D92,70159028,3.9,1039.45,373.0,7,7,0,3,1,6,14.29,1,0,0,3651.93,Diferente al Primario | Igual al Primario
SV,WALMART,C - AMARILLA,70676125,BEBIDA SILK ALMENDRA ORIGINAL SF 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70676125,2.85,1548.03,616.0,9,9,0,3,3,6,33.33,1,0,1,3194.23,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,75126114,TINTE IGORA BRIL 589I ROJO BORGO 123 7ML,IGORA BRILLANCE,HAIR CARE - COLOR D02,75126114,74.25,198.87,3.0,7,7,0,2,1,6,14.29,1,0,0,3184.1400000000003,Diferente al Primario | Igual al Primario
HN,WALMART,C - AMARILLA,70067915,GUANTE MEDIANO SCOTCH BRITE MULTIUSO 1EA,SCOTCH BRITE,GLOVES-D13,70067915,100.0,869.6,10.0,8,8,0,4,2,6,25.0,1,0,4,3124.39,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,70227193,HELAD FOREMOST FRESA 1000GR,FOREMOST,ICE CREAM AND FROZEN DESSERTS D91,70227193,25.5,605.4,28.0,7,7,0,3,1,6,14.29,1,0,1,2979.91,Diferente al Primario | Igual al Primario
GT,BODEGAS,E - AZUL,254167,JABON PROTEX AVENA ANTIBACTE 3PCK 110GR,PROTEX,HAND AND BODY WASHING D02,254167,17.5,281.34,18.0,8,8,0,3,2,6,25.0,1,0,0,2929.37,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,70262680,SUAV TERSO FINOS DETALLES DOY 2000ML,TERSO,LAUNDRY SOFTENER-FRESHENER D13,70262680,20.0,1230.56,69.0,7,7,0,4,1,6,14.29,1,0,2,2772.1800000000003,Diferente al Primario | Igual al Primario
HN,WALMART,A - ROJA,9045451,YOGURT YES FRESA FRUTA MEZCLADA 125 GR,YES,YOGURT D90,9045451,19.0,214.76,13.0,8,8,0,2,2,6,25.0,1,0,0,2768.47,Diferente al Primario | Igual al Primario
HN,WALMART,B - NARANJA,9045451,YOGURT YES FRESA FRUTA MEZCLADA 125 GR,YES,YOGURT D90,9045451,19.0,297.36,18.0,8,8,0,2,2,6,25.0,1,0,0,2702.38,Diferente al Primario | Igual al Primario
GT,DESCUENTO,A - ROJA,75187056,CERVEZA DORADA ICE LATA 12PK 4200 ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,75187056,53.5,1863.03,39.0,10,10,0,2,4,6,40.0,1,0,6,2627.35,Diferente al Primario | Igual al Primario
GT,WALMART,B - NARANJA,75010762,LOCION ARMY SPORT MEN 100ML.,MIRAGE,FRAGANCES AND PERFUMS D46,75010762,78.5,560.72,8.0,7,7,0,3,1,6,14.29,1,0,0,2255.44,Diferente al Primario | Igual al Primario
GT,WALMART,B - NARANJA,70227193,HELAD FOREMOST FRESA 1000GR,FOREMOST,ICE CREAM AND FROZEN DESSERTS D91,70227193,25.5,358.21,17.0,7,7,0,3,1,6,14.29,1,0,2,2183.99,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,70227193,HELAD FOREMOST FRESA 1000GR,FOREMOST,ICE CREAM AND FROZEN DESSERTS D91,70227193,25.5,493.93,24.0,7,7,0,3,1,6,14.29,1,0,1,1940.83,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,70051751,CERVEZA DORADA ICE 24 PACK LATA 355ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,70051751,92.25,1729.77,21.0,10,10,0,4,4,6,40.0,1,0,7,1894.5099999999998,Diferente al Primario | Igual al Primario
HN,WALMART,B - NARANJA,70067915,GUANTE MEDIANO SCOTCH BRITE MULTIUSO 1EA,SCOTCH BRITE,GLOVES-D13,70067915,100.0,0.0,0.0,8,8,0,4,2,6,25.0,1,0,5,1671.3400000000001,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,B - NARANJA,70428600,BASE COVERGIRL TRUBLEND MATTE M70 30ML,COVERGIRL,COSMETICS - FACE D59,70428600,114.0,305.37,3.0,7,7,0,2,1,6,14.29,1,0,0,1616.94,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,70428600,BASE COVERGIRL TRUBLEND MATTE M70 30ML,COVERGIRL,COSMETICS - FACE D59,70428600,114.0,305.37,3.0,7,7,0,2,1,6,14.29,1,0,1,1616.94,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,280500,DEO SS BARRA SPORT TALCO 50GR,SPEED STICK,DEODORANTS Y ANTIPERSPIRANT D02,280500,27.5,267.76,11.0,8,8,0,4,2,6,25.0,1,0,2,1417.3500000000001,Diferente al Primario | Igual al Primario
NI,BODEGAS,A - ROJA,70173274,LOONEY DOY PACK AGU TOONS MANZANA 113GR,AGU,BABY FOOD-D92,70173274,30.0,1232.67,48.0,8,8,0,4,2,6,25.0,1,0,4,1377.46,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,B - NARANJA,70227193,HELAD FOREMOST FRESA 1000GR,FOREMOST,ICE CREAM AND FROZEN DESSERTS D91,70227193,25.5,257.16,12.0,7,7,0,3,1,6,14.29,1,0,1,1359.74,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,75277066,MOREFRUIT MANZANA LATA 330ML,DEL VALLE,BEVERAGES - JUICES-D95,75277066,4.5,368.24,92.0,10,10,0,3,4,6,40.0,1,0,5,1334.8899999999999,Diferente al Primario | Igual al Primario
GT,DESCUENTO,A - ROJA,9597580,AGUA PURA SALVAVIDAS TAPA ROSCA 20OZ,SALVAVIDAS,BEVERAGES - WATER-D95,9597580,2.65,80.12,34.0,10,10,0,3,4,6,40.0,1,0,6,1279.5900000000001,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,75010762,LOCION ARMY SPORT MEN 100ML.,MIRAGE,FRAGANCES AND PERFUMS D46,75010762,78.5,210.27,3.0,7,7,0,3,1,6,14.29,1,0,2,1268.8100000000002,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,75082128,CERVEZA TECATE LT 15PK 350ML,TECATE,BEVERAGE ALCOHOL - BEER D96,75082128,88.0,942.84,12.0,10,10,0,2,4,6,40.0,1,0,8,1021.4100000000001,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,70059492,CERVEZA CABRO EXTRA LATA 16OZ,CABRO,BEVERAGE ALCOHOL - BEER D96,70059492,10.25,745.83,84.0,10,10,0,2,4,6,40.0,1,0,7,895.35,Diferente al Primario | Igual al Primario
SV,DESCUENTO,ROJA OCCIDENTE,70654539,SHAMPOO SAVILE CON SABILA 550ML,SAVILÉ,HAIR CARE CONDITIONER TREAT D02,70654539,3.69,0.0,0.0,7,7,0,3,1,6,14.29,1,0,1,793.95,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,283874,DEO NIVEA SPRAY FEM TONO NAT CLASS 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,283874,30.75,54.92,2.0,12,12,0,4,6,6,50.0,1,0,1,751.8799999999999,Diferente al Primario | Igual al Primario
HN,WALMART,A - ROJA,70067915,GUANTE MEDIANO SCOTCH BRITE MULTIUSO 1EA,SCOTCH BRITE,GLOVES-D13,70067915,100.0,0.0,0.0,8,8,0,4,2,6,25.0,1,0,4,689.5699999999999,Diferente al Primario | Igual al Primario
SV,WALMART,C - AMARILLA,70640578,JABON MAX DUOX AZUL 3PACK 400G,MAX PODER,LAUNDRY DETERGENTS D13,70640578,3.35,207.2,70.0,10,10,0,5,4,6,40.0,1,0,4,687.03,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,9597587,AGUA PURA SALVAVIDAS SPORT CAP 20OZ,SALVAVIDAS,BEVERAGES - WATER-D95,9597587,3.1,0.0,0.0,9,9,0,3,3,6,33.33,1,0,7,631.0,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,75459353,KIT TINTE LOREAL PERMAN EXCEL 81 45GR,EXCELLENCE,HAIR CARE - COLOR D02,75459353,74.0,0.0,0.0,11,11,0,2,5,6,45.45,1,0,5,630.33,Diferente al Primario | Igual al Primario
HN,SUPERMERCADOS,A - ROJA,9045451,YOGURT YES FRESA FRUTA MEZCLADA 125 GR,YES,YOGURT D90,9045451,19.2,50.1,3.0,8,8,0,2,2,6,25.0,1,0,2,573.6999999999999,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,70134543,CARNAVAL NARANJADA 2 LITROS,CARNAVAL,BEVERAGES - CARBONATED-D95,70134543,9.8,252.87,29.0,15,15,0,2,9,6,60.0,1,0,10,541.62,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,C - AMARILLA,70640578,JABON MAX DUOX AZUL 3PACK 400G,MAX PODER,LAUNDRY DETERGENTS D13,70640578,3.39,131.7,44.0,8,8,0,5,2,6,25.0,1,0,4,468.4,Diferente al Primario | Igual al Primario
SV,WALMART,C - AMARILLA,70513514,LABIAL VINYL INK MAYBELLINE LIPPY,MAYBELLINE,COSMETICS - LIPS D59,70513514,13.59,120.3,10.0,13,13,0,2,7,6,53.85,1,0,4,453.63000000000005,Diferente al Primario | Igual al Primario
SV,WALMART,SV ORIENTE,70676125,BEBIDA SILK ALMENDRA ORIGINAL SF 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70676125,2.85,330.12,131.0,9,9,0,5,3,6,33.33,1,0,2,451.04,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,9597580,AGUA PURA SALVAVIDAS TAPA ROSCA 20OZ,SALVAVIDAS,BEVERAGES - WATER-D95,9597580,2.65,59.25,25.0,9,9,0,2,3,6,33.33,1,0,6,438.21000000000004,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,75187056,CERVEZA DORADA ICE LATA 12PK 4200 ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,75187056,53.5,238.85,5.0,10,10,0,2,4,6,40.0,1,0,7,429.93,Diferente al Primario | Igual al Primario
SV,WALMART,SV ORIENTE,70159028,CEREAL KOMPLETE ALMENDRA 390 G,KELLOGGS,BRKFST CEREL BAR-PASTRY-D92,70159028,3.9,191.6,67.0,7,7,0,3,1,6,14.29,1,0,0,426.99,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,B - NARANJA,70640578,JABON MAX DUOX AZUL 3PACK 400G,MAX PODER,LAUNDRY DETERGENTS D13,70640578,3.35,141.79,48.0,8,8,0,5,2,6,25.0,1,0,4,415.62999999999994,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,70208205,CERVEZA HEINEKEN BOTELLA UNIDAD 355ML,HEINEKEN,BEVERAGE ALCOHOL - BEER D96,70208205,11.5,225.94,22.0,9,9,0,3,3,6,33.33,1,0,6,369.72,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,9638983,CERVEZA DORADA DRAFT BOTELLA 6PK 350ML,DORADA DRAFT,BEVERAGE ALCOHOL - BEER D96,9638983,63.0,225.0,4.0,10,10,0,2,4,6,40.0,1,0,8,337.5,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,70428600,BASE COVERGIRL TRUBLEND MATTE M70 30ML,COVERGIRL,COSMETICS - FACE D59,70428600,114.0,0.0,0.0,7,7,0,2,1,6,14.29,1,0,5,302.67,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,70227193,HELAD FOREMOST FRESA 1000GR,FOREMOST,ICE CREAM AND FROZEN DESSERTS D91,70227193,25.5,0.0,0.0,7,7,0,3,1,6,14.29,1,0,3,254.45999999999998,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,9631941,BACARDI SILVER BOTELLA UNIDAD 355ML,BACARDI SILVER,BEVERAGE ALCOHOL - COCKTAIL D96,9631941,14.25,101.76,8.0,9,9,0,2,3,6,33.33,1,0,6,254.40000000000003,Diferente al Primario | Igual al Primario
NI,BODEGAS,C - AMARILLA,70173274,LOONEY DOY PACK AGU TOONS MANZANA 113GR,AGU,BABY FOOD-D92,70173274,29.75,155.22,6.0,8,8,0,4,2,6,25.0,1,0,6,232.82999999999998,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,75095745,GELATTI SHAMPOO 3 EN 1 SPIDERMAN 300 ML,GELATTI,HAIR CARE - SHAMPOO D02,75095745,40.75,72.76,2.0,7,7,0,4,1,6,14.29,1,0,4,218.27999999999997,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,9597587,AGUA PURA SALVAVIDAS SPORT CAP 20OZ,SALVAVIDAS,BEVERAGES - WATER-D95,9597587,3.1,0.0,0.0,9,9,0,2,3,6,33.33,1,0,7,212.48000000000002,Diferente al Primario | Igual al Primario
GT,BODEGAS,E - AZUL,70208205,CERVEZA HEINEKEN BOTELLA UNIDAD 355ML,HEINEKEN,BEVERAGE ALCOHOL - BEER D96,70208205,11.5,61.62,6.0,9,9,0,2,3,6,33.33,1,0,6,195.13,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,SV ORIENTE,70640578,JABON MAX DUOX AZUL 3PACK 400G,MAX PODER,LAUNDRY DETERGENTS D13,70640578,3.39,81.0,27.0,8,8,0,5,2,6,25.0,1,0,4,184.16,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,C - AMARILLA,70513514,LABIAL VINYL INK MAYBELLINE LIPPY,MAYBELLINE,COSMETICS - LIPS D59,70513514,14.03,37.26,3.0,13,13,0,3,7,6,53.85,1,0,7,143.69,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,SV ORIENTE,70513514,LABIAL VINYL INK MAYBELLINE LIPPY,MAYBELLINE,COSMETICS - LIPS D59,70513514,14.03,23.6,2.0,13,13,0,3,7,6,53.85,1,0,8,88.77999999999999,Diferente al Primario | Igual al Primario
SV,WALMART,SV ORIENTE,70513514,LABIAL VINYL INK MAYBELLINE LIPPY,MAYBELLINE,COSMETICS - LIPS D59,70513514,13.59,0.0,0.0,13,13,0,2,7,6,53.85,1,0,8,60.15,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,B - NARANJA,70513514,LABIAL VINYL INK MAYBELLINE LIPPY,MAYBELLINE,COSMETICS - LIPS D59,70513514,14.03,0.0,0.0,13,13,0,3,7,6,53.85,1,0,9,49.68,Diferente al Primario | Igual al Primario
CR,DESCUENTO,RURAL NORTE,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2080.0,0.0,0.0,7,7,0,5,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,PACIFICO CENTRAL,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2020.0,0.0,0.0,7,7,0,4,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,LIMON,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2250.0,0.0,0.0,7,7,0,3,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75273383,HELADO SULI COMBINADO 960GR,SULI,ICE CREAM AND FROZEN DESSERTS D91,75273383,4010.0,0.0,0.0,7,7,0,6,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,CARTAGO,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2240.0,0.0,0.0,7,7,0,5,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,75200524,DET POLVO XEDEX MAXPOD ORIG 4500GR,XEDEX,LAUNDRY DETERGENTS D13,75200524,5060.0,0.0,0.0,9,9,0,2,3,6,33.33,1,0,9,0.0,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,75089058,HAUS STRIPES TOALLA PLAYA,HAUS,BATHROOM - TOWELS D20,75089058,3900.0,0.0,0.0,7,7,0,4,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,ALAJUELA - GAM,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2010.0,0.0,0.0,7,7,0,4,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,PACIFICO SUR,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2250.0,0.0,0.0,7,7,0,3,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,SAN JOSE,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2130.0,0.0,0.0,7,7,0,4,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,GUANACASTE,70642298,BEBIDA SILK ALMENDRA SIN ENDULZAN 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70642298,2250.0,0.0,0.0,7,7,0,4,1,6,14.29,1,0,7,0.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,SAN JOSE,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,FRESCA,BEVERAGES - CARBONATED-D95,9522120,2500.0,3292529.0,1528.0,10,6,4,7,1,5,16.67,1,0,3,8349315.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,WALMART,SAN JOSE,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,FRESCA,BEVERAGES - CARBONATED-D95,9522120,2000.0,1967530.0,1122.0,10,6,4,4,1,5,16.67,1,0,0,7198826.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,SAN JOSE,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,FRESCA,BEVERAGES - CARBONATED-D95,9522120,2500.0,1981058.0,900.0,10,6,4,6,1,5,16.67,1,0,1,5778613.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,WALMART,SAN JOSE,70220709,REFRESCO TROPICAL TE BLANCO CERO 2500ML,TROPICAL,BEVERAGES - JUICES-D95,70220709,1000.0,1166018.0,1322.0,9,8,1,5,3,5,37.5,1,0,2,5029198.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
