PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,MARCA,CATEGORIA,SKU_PRIMARIO,PRECIO_PRIMARIO,VENTAS_PRIMARIO,ROTACIONES_PRIMARIO,TOTAL_SKUS,SKUS_VALIDOS,SKUS_PACK_GRAMAJE,PRECIOS_DISTINTOS,SKUS_ALINEADOS,SKUS_NO_ALINEADOS,PCT_ALINEACION,TIENE_SKU_PRIMARIO,SKUS_SIN_PRECIO,SKUS_SIN_VENTAS,VENTAS_FAMILIA,ESTADOS_PRESENTES
HN,SUPERMERCADOS,C - AMARILLA,75005331,SUEROX BEBIDA HIDRATAN ADUL MANZAN 630ML,SUEROX,BEVERAGE-HYDRATE&ENERGY-D95,75005331,75.4,0.0,0.0,14,14,0,2,5,9,35.71,1,0,7,24709.059999999998,Diferente al Primario | Igual al Primario
GT,BODEGAS,B - NARANJA,75082118,CERVEZA GALLO LIGHT LT 12PK 472ML,GALLO,BEVERAGE ALCOHOL - BEER D96,75082118,76.7,547.12,8.0,10,10,0,3,1,9,10.0,1,0,5,9848.16,Diferente al Primario | Igual al Primario
GT,DESCUENTO,E - AZUL,9628749,CERVEZA DORADA ICE LATA 473ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,9628749,5.0,5913.07,1325.0,10,10,0,3,1,9,10.0,1,0,2,8829.099999999999,Diferente al Primario | Igual al Primario
GT,WALMART,B - NARANJA,255252,DEO NIVEA MEN SPRAY BLACK WHITE 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,255252,30.25,1856.43,69.0,10,10,0,3,1,9,10.0,1,0,1,8449.699999999999,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,283874,DEO NIVEA SPRAY FEM TONO NAT CLASS 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,283874,25.75,1538.04,67.0,10,10,0,3,1,9,10.0,1,0,0,6439.969999999999,Diferente al Primario | Igual al Primario
GT,WALMART,D - VERDE,255252,DEO NIVEA MEN SPRAY BLACK WHITE 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,255252,33.5,1704.71,61.0,10,10,0,4,1,9,10.0,1,0,1,6366.26,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,9628749,CERVEZA DORADA ICE LATA 473ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,9628749,6.0,3140.96,586.0,10,10,0,3,1,9,10.0,1,0,6,3461.4300000000003,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,75082118,CERVEZA GALLO LIGHT LT 12PK 472ML,GALLO,BEVERAGE ALCOHOL - BEER D96,75082118,76.7,547.12,8.0,10,10,0,3,1,9,10.0,1,0,6,2667.21,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,75082118,CERVEZA GALLO LIGHT LT 12PK 472ML,GALLO,BEVERAGE ALCOHOL - BEER D96,75082118,76.7,68.39,1.0,10,10,0,3,1,9,10.0,1,0,8,2598.8199999999997,Diferente al Primario | Igual al Primario
GT,BODEGAS,B - NARANJA,75300170,VUDU CARRIBEAN PUNCH BT 350ML,VUDU,BEVERAGE ALCOHOL - BEER D96,75300170,8.0,307.02,43.0,14,14,0,2,5,9,35.71,1,0,11,628.3199999999999,Diferente al Primario | Igual al Primario
CR,BODEGAS,ALAJUELA - GAM,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,75012957,3260.0,0.0,0.0,12,10,2,5,2,8,20.0,1,0,3,880787.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,WALMART,SAN JOSE,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,6200.0,108641.0,20.0,12,12,0,3,4,8,33.33,1,0,0,745568.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,LIMON,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,75012957,2000.0,0.0,0.0,12,10,2,5,2,8,20.0,1,0,2,638392.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,SUPERMERCADOS,SAN JOSE,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6820.0,143700.0,24.0,9,9,0,3,1,8,11.11,1,0,1,573927.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,70097793,BEB ENERGETIC MONSTER ENERGY ULTR 473 ML,MONSTER,BEVERAGE-HYDRATE&ENERGY-D95,70097793,1450.0,190656.0,149.0,9,9,0,7,1,8,11.11,1,0,2,470838.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,75012957,3060.0,0.0,0.0,12,10,2,5,2,8,20.0,1,0,3,444076.0,Diferente al Primario | Esperado precio distinto por pack o tamano diferente | Igual al Primario
CR,BODEGAS,GUANACASTE,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,171850.0,37.0,10,10,0,6,2,8,20.0,1,0,6,416107.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6770.0,77883.0,13.0,9,9,0,3,1,8,11.11,1,0,2,348507.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,ALAJUELA - GAM,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6840.0,48424.0,8.0,9,9,0,3,1,8,11.11,1,0,2,162584.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,6200.0,10974.0,2.0,12,12,0,3,4,8,33.33,1,0,0,160889.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,6200.0,27435.0,5.0,12,12,0,3,4,8,33.33,1,0,3,142911.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,14213.0,19.0,12,12,0,5,4,8,33.33,1,0,2,103236.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,RURAL NORTE,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6810.0,30135.0,5.0,9,9,0,3,1,8,11.11,1,0,6,74205.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6810.0,12054.0,2.0,9,9,0,3,1,8,11.11,1,0,4,72055.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,18800.0,25.0,12,12,0,5,4,8,33.33,1,0,3,69741.0,Diferente al Primario | Igual al Primario
CR,WALMART,RURAL NORTE,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,6200.0,10974.0,2.0,12,12,0,4,4,8,33.33,1,0,5,67876.0,Diferente al Primario | Igual al Primario
GT,BODEGAS,B - NARANJA,70294129,CERVEZA GALLO BOTELLA 24PK 355ML,GALLO,BEVERAGE ALCOHOL - BEER D96,70294129,167.6,29288.36,202.0,9,9,0,2,1,8,11.11,1,0,0,59163.55,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,6200.0,16461.0,3.0,12,12,0,4,4,8,33.33,1,0,7,51160.0,Diferente al Primario | Igual al Primario
CR,WALMART,ALAJUELA - GAM,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,6200.0,16461.0,3.0,12,12,0,4,4,8,33.33,1,0,7,49815.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,CARTAGO,70016399,TORTILLA DE TRIGO GV BURRITO 460GR,GREAT VALUE,BREAD SHELF STABLE D81,70016399,1750.0,7745.0,5.0,9,9,0,4,1,8,11.11,1,0,7,49163.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,CARTAGO,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,7380.0,32655.0,5.0,10,10,0,4,2,8,20.0,1,0,8,45717.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,LIMON,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6810.0,30135.0,5.0,9,9,0,3,1,8,11.11,1,0,6,45622.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,RURAL NORTE,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,6768.0,9.0,12,12,0,5,4,8,33.33,1,0,3,45108.0,Diferente al Primario | Igual al Primario
HN,BODEGAS,D - VERDE,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,22.8,25577.04,1380.0,12,12,0,4,4,8,33.33,1,0,9,38301.83,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6830.0,6044.0,1.0,9,9,0,3,1,8,11.11,1,0,4,37815.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,HEREDIA - GAM,70016399,TORTILLA DE TRIGO GV BURRITO 460GR,GREAT VALUE,BREAD SHELF STABLE D81,70016399,1590.0,0.0,0.0,9,9,0,4,1,8,11.11,1,0,8,30817.0,Diferente al Primario | Igual al Primario
HN,BODEGAS,C - AMARILLA,75005331,SUEROX BEBIDA HIDRATAN ADUL MANZAN 630ML,SUEROX,BEVERAGE-HYDRATE&ENERGY-D95,75005331,71.5,0.0,0.0,14,14,0,2,6,8,42.86,1,0,7,30439.01,Diferente al Primario | Igual al Primario
HN,BODEGAS,C - AMARILLA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,23.0,2254.0,118.0,12,12,0,4,4,8,33.33,1,0,6,24311.550000000003,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,4512.0,6.0,12,12,0,5,4,8,33.33,1,0,6,21916.0,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5120.0,0.0,0.0,19,19,0,5,11,8,57.89,1,0,16,21708.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,GUANACASTE,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,7770.0,13752.0,2.0,10,10,0,4,2,8,20.0,1,0,8,20628.0,Diferente al Primario | Igual al Primario
GT,BODEGAS,C - AMARILLA,70294129,CERVEZA GALLO BOTELLA 24PK 355ML,GALLO,BEVERAGE ALCOHOL - BEER D96,70294129,167.2,17123.19,115.0,9,9,0,2,1,8,11.11,1,0,5,19855.41,Diferente al Primario | Igual al Primario
HN,WALMART,A - ROJA,9551234,BEBIDA GATORADE HIDRATANTE MELON 591 ML,GATORADE,BEVERAGE-HYDRATE&ENERGY-D95,9551234,34.2,0.0,0.0,11,11,0,3,3,8,27.27,1,0,5,18139.72,Diferente al Primario | Igual al Primario
HN,WALMART,B - NARANJA,9551234,BEBIDA GATORADE HIDRATANTE MELON 591 ML,GATORADE,BEVERAGE-HYDRATE&ENERGY-D95,9551234,34.5,0.0,0.0,11,11,0,3,3,8,27.27,1,0,4,18028.49,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,6200.0,0.0,0.0,12,12,0,4,4,8,33.33,1,0,10,17788.0,Diferente al Primario | Igual al Primario
GT,BODEGAS,B - NARANJA,9628749,CERVEZA DORADA ICE LATA 473ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,9628749,6.0,6024.64,1124.0,10,10,0,2,2,8,20.0,1,0,0,8958.69,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,D - VERDE,255252,DEO NIVEA MEN SPRAY BLACK WHITE 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,255252,30.25,1276.47,48.0,10,10,0,6,2,8,20.0,1,0,0,8658.689999999999,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,70294129,CERVEZA GALLO BOTELLA 24PK 355ML,GALLO,BEVERAGE ALCOHOL - BEER D96,70294129,167.9,5312.65,35.0,9,9,0,2,1,8,11.11,1,0,5,8196.66,Diferente al Primario | Igual al Primario
HN,DESCUENTO,B - NARANJA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,22.8,1844.07,93.0,12,12,0,3,4,8,33.33,1,0,6,6348.929999999999,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,GUANACASTE,70178289,TINTE EXCELLENCE NUDES 6U 230GR,EXCELLENCE,HAIR CARE - COLOR D02,70178289,6810.0,6027.0,1.0,9,9,0,3,1,8,11.11,1,0,8,6027.0,Diferente al Primario | Igual al Primario
HN,WALMART,C - AMARILLA,75005331,SUEROX BEBIDA HIDRATAN ADUL MANZAN 630ML,SUEROX,BEVERAGE-HYDRATE&ENERGY-D95,75005331,73.4,0.0,0.0,14,14,0,2,6,8,42.86,1,0,7,6005.47,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,C - AMARILLA,70676125,BEBIDA SILK ALMENDRA ORIGINAL SF 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70676125,2.79,1042.34,422.0,9,9,0,4,1,8,11.11,1,0,1,2610.7200000000003,Diferente al Primario | Igual al Primario
HN,WALMART,B - NARANJA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,23.0,460.0,24.0,12,12,0,3,4,8,33.33,1,0,9,1784.8400000000001,Diferente al Primario | Igual al Primario
HN,SUPERMERCADOS,A - ROJA,75063589,GASEOSA LINK BANANA 1250 LITROS,LINK,BEVERAGES - CARBONATED-D95,75063589,23.3,321.54,17.0,12,12,0,4,4,8,33.33,1,0,9,1732.18,Diferente al Primario | Igual al Primario
GT,SUPERMERCADOS,E - AZUL,255252,DEO NIVEA MEN SPRAY BLACK WHITE 150ML,NIVEA,DEODORANTS Y ANTIPERSPIRANT D02,255252,30.25,27.01,1.0,10,10,0,6,2,8,20.0,1,0,2,1083.5900000000001,Diferente al Primario | Igual al Primario
GT,BODEGAS,A - ROJA,9628749,CERVEZA DORADA ICE LATA 473ML,DORADA ICE,BEVERAGE ALCOHOL - BEER D96,9628749,6.0,932.64,174.0,10,10,0,2,2,8,20.0,1,0,6,1076.2,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,SV ORIENTE,70676125,BEBIDA SILK ALMENDRA ORIGINAL SF 946 ML,SILK,MILK&CREM-SUBSTUT-SHELF-D95,70676125,2.79,343.33,139.0,9,9,0,4,1,8,11.11,1,0,1,640.45,Diferente al Primario | Igual al Primario
SV,SUPERMERCADOS,C - AMARILLA,70121113,TINTE IGORA BRILLANCE 568 CHOCOL MISTICO,IGORA BRILLANCE,HAIR CARE - COLOR D02,70121113,5.75,30.04,6.0,9,9,0,3,1,8,11.11,1,0,0,374.56,Diferente al Primario | Igual al Primario
SV,WALMART,SV ORIENTE,70640578,JABON MAX DUOX AZUL 3PACK 400G,MAX PODER,LAUNDRY DETERGENTS D13,70640578,3.29,130.95,45.0,10,10,0,6,2,8,20.0,1,0,5,277.08,Diferente al Primario | Igual al Primario
SV,BODEGAS,B - NARANJA,70684861,TINTE IGORAVITAL 102 RUBIO PLATINO 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70684861,5.55,14.73,3.0,12,12,0,5,4,8,33.33,1,0,2,143.68,Diferente al Primario | Igual al Primario
SV,BODEGAS,ROJA OCCIDENTE,70684861,TINTE IGORAVITAL 102 RUBIO PLATINO 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70684861,5.55,14.73,3.0,12,12,0,4,4,8,33.33,1,0,4,79.43,Diferente al Primario | Igual al Primario
SV,BODEGAS,SV ALAMEDA,70684861,TINTE IGORAVITAL 102 RUBIO PLATINO 50ML,IGORA VITAL,HAIR CARE - COLOR D02,70684861,5.55,0.0,0.0,12,12,0,5,4,8,33.33,1,0,9,20.03,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO CENTRAL,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,7540.0,0.0,0.0,10,10,0,5,2,8,20.0,1,0,10,0.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,SAN JOSE,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7660.0,455040.0,60.0,11,11,0,5,4,7,36.36,1,0,5,1074799.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,ALAJUELA - GAM,75273383,HELADO SULI COMBINADO 960GR,SULI,ICE CREAM AND FROZEN DESSERTS D91,75273383,3390.0,143403.0,48.0,8,8,0,6,1,7,12.5,1,0,2,712283.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,GUANACASTE,70097793,BEB ENERGETIC MONSTER ENERGY ULTR 473 ML,MONSTER,BEVERAGE-HYDRATE&ENERGY-D95,70097793,1400.0,277416.0,227.0,9,9,0,6,2,7,22.22,1,0,3,632904.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,GUANACASTE,70324917,TORTILLA TORTIRICA MAIZ 25EA 462GR,TORTIRICA,BREAD SHELF STABLE D81,70324917,1630.0,537961.0,334.0,9,9,0,2,2,7,22.22,1,0,7,557329.0,Diferente al Primario | Igual al Primario
CR,WALMART,SAN JOSE,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,88288.0,118.0,13,13,0,4,6,7,46.15,1,0,0,557038.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,SAN JOSE,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,106686.0,142.0,12,12,0,4,5,7,41.67,1,0,2,546347.0,Diferente al Primario | Igual al Primario
CR,WALMART,SAN JOSE,75184784,TERRE DE VIE SHAMPOO ROMERO 400 ML,TERRE DE VIE,HAIR CARE - SHAMPOO D02,75184784,6000.0,242828.0,46.0,10,10,0,5,3,7,30.0,1,0,3,538451.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,GUANACASTE,70324917,TORTILLA TORTIRICA MAIZ 25EA 462GR,TORTIRICA,BREAD SHELF STABLE D81,70324917,1630.0,467416.0,290.0,8,8,0,2,1,7,12.5,1,0,7,467416.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,GUANACASTE,70097793,BEB ENERGETIC MONSTER ENERGY ULTR 473 ML,MONSTER,BEVERAGE-HYDRATE&ENERGY-D95,70097793,1400.0,135608.0,110.0,9,9,0,6,2,7,22.22,1,0,2,438734.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,PACIFICO SUR,70138747,HERBAL ESSEN SH PELO LARGO GRANADA 400ML,HERBAL ESSENCES,HAIR CARE CONDITIONER TREAT D02,70138747,3000.0,87217.0,33.0,10,10,0,5,3,7,30.0,1,0,2,388766.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,SAN JOSE,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,178224.0,24.0,10,10,0,5,3,7,30.0,1,0,5,358978.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,HEREDIA - GAM,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,60912.0,81.0,12,12,0,4,5,7,41.67,1,0,1,275224.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,CARTAGO,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,148520.0,20.0,10,10,0,7,3,7,30.0,1,0,7,242550.0,Diferente al Primario | Igual al Primario
CR,WALMART,SAN JOSE,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,119297.0,90.0,8,8,0,4,1,7,12.5,1,0,0,229597.0,Diferente al Primario | Igual al Primario
CR,DESCUENTO,SAN JOSE,70016195,TORTILLA DE TRIGO GV TACO 300GR,GREAT VALUE,BREAD SHELF STABLE D81,70016195,950.0,83175.0,99.0,9,9,0,3,2,7,22.22,1,0,7,165593.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,HEREDIA - GAM,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7500.0,73517.0,10.0,10,10,0,6,3,7,30.0,1,0,5,160439.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,CARTAGO,75327360,CAFE BRITT MONTE TARRA MOLIDO 300 G,BRITT,BEVERAGES - COFFEE-D92,75327360,7630.0,22662.0,3.0,11,11,0,5,4,7,36.36,1,0,8,156281.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,9024.0,12.0,13,13,0,4,6,7,46.15,1,0,0,148129.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,20229.0,27.0,13,13,0,4,6,7,46.15,1,0,0,143728.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75184784,TERRE DE VIE SHAMPOO ROMERO 400 ML,TERRE DE VIE,HAIR CARE - SHAMPOO D02,75184784,6000.0,42480.0,8.0,10,10,0,4,3,7,30.0,1,0,4,114554.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75184784,TERRE DE VIE SHAMPOO ROMERO 400 ML,TERRE DE VIE,HAIR CARE - SHAMPOO D02,75184784,6000.0,31860.0,6.0,10,10,0,6,3,7,30.0,1,0,2,112567.0,Diferente al Primario | Igual al Primario
CR,WALMART,ALAJUELA - GAM,75184784,TERRE DE VIE SHAMPOO ROMERO 400 ML,TERRE DE VIE,HAIR CARE - SHAMPOO D02,75184784,6000.0,26550.0,5.0,10,10,0,4,3,7,30.0,1,0,4,96808.0,Diferente al Primario | Igual al Primario
CR,WALMART,CARTAGO,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,30521.0,23.0,8,8,0,4,1,7,12.5,1,0,0,78850.0,Diferente al Primario | Igual al Primario
CR,WALMART,ALAJUELA - GAM,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,13461.0,18.0,13,13,0,4,6,7,46.15,1,0,4,77575.0,Diferente al Primario | Igual al Primario
CR,WALMART,RURAL NORTE,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,13536.0,18.0,13,13,0,4,6,7,46.15,1,0,2,71164.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,6768.0,9.0,13,13,0,4,6,7,46.15,1,0,2,65496.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,ALAJUELA - GAM,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,12709.0,17.0,12,12,0,4,5,7,41.67,1,0,3,64485.0,Diferente al Primario | Igual al Primario
CR,SUPERMERCADOS,PACIFICO CENTRAL,75086278,BIOLAND SHAMPOO 2 EN 1 ROMERO 400 ML,BIOLAND,HAIR CARE CONDITIONER TREAT D02,75086278,6090.0,0.0,0.0,21,21,0,4,14,7,66.67,1,0,15,53867.0,Diferente al Primario | Igual al Primario
CR,WALMART,HEREDIA - GAM,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,26540.0,20.0,8,8,0,4,1,7,12.5,1,0,0,51636.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75184784,TERRE DE VIE SHAMPOO ROMERO 400 ML,TERRE DE VIE,HAIR CARE - SHAMPOO D02,75184784,6000.0,15930.0,3.0,10,10,0,5,3,7,30.0,1,0,5,51063.0,Diferente al Primario | Igual al Primario
CR,BODEGAS,SAN JOSE,70016399,TORTILLA DE TRIGO GV BURRITO 460GR,GREAT VALUE,BREAD SHELF STABLE D81,70016399,1600.0,25488.0,18.0,9,9,0,3,2,7,22.22,1,0,7,49560.0,Diferente al Primario | Igual al Primario
GT,BODEGAS,B - NARANJA,70222026,DEO DOVE AERO ORIGINAL WOMAN 150ML,DOVE,DEODORANTS Y ANTIPERSPIRANT D02,70222026,27.0,8168.04,311.0,8,8,0,4,1,7,12.5,1,0,0,48740.96000000001,Diferente al Primario | Igual al Primario
CR,BODEGAS,RURAL NORTE,75403635,EXCELLENCE TINTE RUBIO CENIZO 7.1,NUTRISSE,HAIR CARE - COLOR D02,75403635,7440.0,26336.0,4.0,10,10,0,4,3,7,30.0,1,0,8,46088.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,70054614,TINTE PALETTE CC 5 68 CHOCOLATE 50ML,PALETTE COLOR CREME,HAIR CARE - COLOR D02,70054614,5120.0,0.0,0.0,19,19,0,4,12,7,63.16,1,0,14,39709.0,Diferente al Primario | Igual al Primario
CR,WALMART,GUANACASTE,75377921,AJO MOLIDO MCCORMICK 82GR,MCCORMICK,SEASN SPICE HERB EXTRCT-D92,75377921,1500.0,10616.0,8.0,8,8,0,4,1,7,12.5,1,0,0,35642.0,Diferente al Primario | Igual al Primario
CR,WALMART,PACIFICO SUR,75244618,COCA COLA SABOR VAINILLA 355ML,MOUNTAIN DEW,BEVERAGES - CARBONATED-D95,75244618,850.0,8272.0,11.0,13,13,0,4,6,7,46.15,1,0,4,32838.0,Diferente al Primario | Igual al Primario
