PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,SKU_PRIMARIO,PRECIO_PRIMARIO,TAMANO_PRIMARIO,MEDIDA_PRIMARIO,SKU_SECUNDARIO,AGRUPACION,DESC_SECUNDARIO,PRECIO_SECUNDARIO,TAMANO_SECUNDARIO,MEDIDA_SECUNDARIO,FACTOR_DE_CONVERSION,AHORRO_DIFERENCIAL,DIFERENCIA_ABSOLUTA,DIFERENCIA_PCT,EVALUACION,Ventas,Rotaciones,Sell_QTY,CATEGORIA,MARCA
CR,SUPERMERCADOS,SAN JOSE,70167340,DEO LADYSPEEDS STICK SPRAY FLORAL 150ML,70167340,3150.0,91.0,GR,70269961,SECUNDARIO,DEO LADY SPEED STICK SPR FRESH 3PK 91 GR,6980.0,273.0,GR,3.0,0.8,3830.0,121.59,Mayor al primario - Esperado para pack,289701.0,47.0,273.0,DEODORANTS Y ANTIPERSPIRANT D02,LADY SPEED STICK
CR,SUPERMERCADOS,SAN JOSE,9521560,REFRESC GAS COCA COLA ZERO LATA 354ML,9521560,820.0,354.0,ML,75078808,SECUNDARIO,COCA SABOR LIGERO 354 4PACK 1416ML,3020.0,1416.0,ML,4.0,0.84,2200.0,268.29,Mayor al primario - Esperado para pack,289395.0,109.0,1416.0,BEVERAGES - CARBONATED-D95,COCA-COLA
CR,WALMART,CARTAGO,70568253,LECHE UHT DELACTOMY 2% 946 ML EDGE,70568253,1170.0,946.0,ML,70568398,SECUNDARIO,LECHE DELACTOMY 2% 946 ML 6 PACK,6840.0,5676.0,ML,6.0,0.95,5670.0,484.62,Mayor al primario - Esperado para pack,289101.0,43.0,5676.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,ALAJUELA - GAM,75289274,JABON EQUATE ANTIBACTERIAL SURT 4P 400GR,75289274,1350.0,400.0,GR,75262188,SECUNDARIO,JAB COSMETICO EQUATE SURTIDO 4PACK 400GR,1380.0,440.0,GR,1.1,1.0,30.0,2.22,Mayor al primario - Esperado para pack,288533.0,237.0,400.0,HAND AND BODY WASHING D02,EQUATE
CR,BODEGAS,SAN JOSE,70495563,DESODOR REXONA CLINICAL SPRY CLEAN 150ML,70495563,3410.0,150.0,ML,70085953,SECUNDARIO,3PACK DEO CLIN CLEAN REXONA HOMB 150 ML,7200.0,450.0,ML,3.0,0.75,3790.0,111.14,Mayor al primario - Esperado para pack,288291.0,46.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,DESCUENTO,PACIFICO CENTRAL,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70203734,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDU 2PK 300 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,288030.0,59.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,BODEGAS,PACIFICO SUR,75014919,TROPICAL MELOCOTON 250 ML,75014919,280.0,250.0,ML,70224008,SECUNDARIO,TROPICAL MEL LIM BCO PET 6P 250 ML,1760.0,1500.0,ML,6.0,0.85,1480.0,528.57,Mayor al primario - Esperado para pack,287694.0,217.0,1500.0,BEVERAGES - JUICES-D95,TROPICAL
CR,BODEGAS,RURAL NORTE,70009508,SUAV GV BASE PRIMAVERAL BT 10000 ML,70009508,7560.0,10000.0,ML,75379206,SECUNDARIO,SUAV GV BASE PRIMAVERAL BT 7000 ML,7560.0,7000.0,ML,0.7,1.0,0.0,0.0,Igual al primario - Verificar factor,287670.0,43.0,7000.0,LAUNDRY SOFTENER-FRESHENER D13,GREAT VALUE
CR,BODEGAS,RURAL NORTE,70523566,ACEITE DE GIRASOL GREAT VALUE 900 ML,70523566,1350.0,900.0,ML,70523567,SECUNDARIO,ACEITE DE GIRASOL GREAT VALUE 3000 ML.,4210.0,3000.0,ML,3.33333333333333,0.94,2860.0,211.85,Mayor al primario - Esperado para pack,287620.0,88.0,3000.0,OILS & FATS-D92,GREAT VALUE
CR,SUPERMERCADOS,HEREDIA - GAM,75053378,ATUN SULI TROCITOS EN ACEITE 140 GR,75053378,480.0,140.0,GR,75068000,SECUNDARIO,ATÚN SULI TROCITOS EN ACEITE 6PK 840GR,3000.0,840.0,GR,6.0,0.83,2520.0,525.0,Mayor al primario - Esperado para pack,287503.0,97.0,840.0,SEAFOOD-FISH-D92,SULI
CR,BODEGAS,SAN JOSE,75053379,ATUN SULI TROCITOS EN AGUA 140 GR,75053379,540.0,140.0,GR,75053382,SECUNDARIO,ATUN SULI TROCITOS EN AGUA 295 GR,1160.0,295.0,GR,2.107143,0.919578947368421,620.0,114.81,Mayor al primario - Esperado para pack,287300.0,281.0,295.0,SEAFOOD-FISH-D92,SULI
CR,BODEGAS,RURAL NORTE,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70220234,SECUNDARIO,DESODOR DOVE MEN SPRAY CLEANCO 2P 150 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,287237.0,59.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,SUPERMERCADOS,PE RURAL NORTE,75395135,SANDIA KILO,75395135,550.0,1.0,KG,75395136,SECUNDARIO,SANDIA SELECCION ESPECIAL KG,605.0,1.0,KG,1.0,1.1,55.0,10.0,Mayor al primario - Esperado para pack,287231.0,470.86,1.0,FRUIT - FRESH - CUT AND WHOLE D94,HORTIFRUTI
CR,DESCUENTO,LIMON,9216954,ACEITE SOYA SABEMAS BOTE 3000 ML,9216954,3500.0,3000.0,ML,9216975,SECUNDARIO,ACEITE SABEMAS DE SOYA 500ML,630.0,500.0,ML,0.166666666666666,1.13717085119412,-2870.0,-82.0,REVISAR: Precio menor al primario,287231.0,461.0,500.0,OILS & FATS-D92,SABEMAS
CR,BODEGAS,SAN JOSE,70167340,DEO LADYSPEEDS STICK SPRAY FLORAL 150ML,70167340,3000.0,91.0,GR,70273345,SECUNDARIO,DESODOR LADY SPEEDS SPRAY POW 2PK 150 ML,5000.0,300.0,ML,2.0,0.85,2000.0,66.67,Mayor al primario - Esperado para pack,286741.0,65.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,LADY SPEED STICK
CR,BODEGAS,SAN JOSE,70231807,BEBIDA SMIRNOFF GREN APPLE LATA 350ML,70231807,1170.0,350.0,ML,70525397,SECUNDARIO,4PACK GUARANA SMIRNOFF ICE 1420 ML,4100.0,1400.0,ML,4.0,0.9036,2930.0,250.43,Mayor al primario - Esperado para pack,286612.0,79.0,1400.0,BEVERAGE ALCOHOL - COCKTAIL D96,SMIRNOFF
CR,DESCUENTO,PACIFICO CENTRAL,75014919,TROPICAL MELOCOTON 250 ML,75014919,280.0,250.0,ML,70224008,SECUNDARIO,TROPICAL MEL LIM BCO PET 6P 250 ML,1760.0,1500.0,ML,6.0,0.85,1480.0,528.57,Mayor al primario - Esperado para pack,286568.0,222.0,1500.0,BEVERAGES - JUICES-D95,TROPICAL
CR,BODEGAS,LIMON,70208968,SALSITA PREPARADA BANQUETE RANCHERA 90G,70208968,260.0,90.0,GR,75279949,SECUNDARIO,SALSA PREP BANQUETE 5 PACK 450GR,1000.0,450.0,GR,5.0,0.8,740.0,284.62,Mayor al primario - Esperado para pack,286567.0,290.0,450.0,SAUCES & MARINADES-D92,BANQUETE
CR,DESCUENTO,RURAL NORTE,75352030,,,,,,75352033,SECUNDARIO,AVENA GREAT VALUE EN HOJUELAS 900 GR,1500.0,900.0,GR,3.0,0.9,,,Sin precio,286162.0,193.0,900.0,BRKFST CEREL BAR-PASTRY-D92,GREAT VALUE
CR,BODEGAS,SAN JOSE,70486292,CERVEZA PILSEN 6.0 LATA 350ML,70486292,910.0,350.0,ML,70486139,SECUNDARIO,CERVEZA PILSEN 6.0 15 PACK LATA 350ML,8500.0,5250.0,ML,15.0,1.0,7590.0,834.07,Mayor al primario - Esperado para pack,285836.0,38.0,5250.0,BEVERAGE ALCOHOL - BEER D96,PILSEN
CR,BODEGAS,GUANACASTE,70231807,BEBIDA SMIRNOFF GREN APPLE LATA 350ML,70231807,1260.0,350.0,ML,70525395,SECUNDARIO,4PACK BLACK SMIRNOFF ICE 1400 ML,4000.0,1400.0,ML,4.0,0.9036,2740.0,217.46,Mayor al primario - Esperado para pack,285324.0,81.0,1400.0,BEVERAGE ALCOHOL - COCKTAIL D96,SMIRNOFF
CR,BODEGAS,RURAL NORTE,75079594,DESOD REXONA BARRA MEN V8 45GR,75079594,3100.0,45.0,GR,70189862,SECUNDARIO,DESODORANTE REXONA BAMBU MUJ BA2PK 50 GR,5300.0,100.0,GR,2.0,0.85,2200.0,70.97,Mayor al primario - Esperado para pack,284528.0,61.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,HEREDIA - GAM,70522283,LECHE PROTEINA DOS PINOS VAINILLA 250ML,70522283,710.0,250.0,ML,70682361,SECUNDARIO,LECHE UHT 50 MAS PROTE SURTI 250ML 6PK,3500.0,1.5,ML,6.0,0.83,2790.0,392.96,Mayor al primario - Esperado para pack,284130.0,82.0,1.5,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,CARTAGO,70432235,BEBID GREAT VALUE ALOE VERA 500ML,70432235,970.0,500.0,ML,70432236,SECUNDARIO,BEBID GREAT VALUE ALOE VERA 1500ML,2400.0,1500.0,ML,3.0,0.9,1430.0,147.42,Mayor al primario - Esperado para pack,283784.0,134.0,1500.0,BEVERAGES – NATURAL DRINKS-D95,GREAT VALUE
CR,SUPERMERCADOS,PE LIMON,70185463,,,,,,70185440,SECUNDARIO,PAPA EMPACADO MALLA 2 KG,1750.0,2.0,EA,1.94,1.0,,,Sin precio,283697.0,170.0,2.0,VEGETABLES - PERISHABLE D94,HORTIFRUTI
CR,DESCUENTO,PACIFICO SUR,70084576,PASTA SULI SPAGUETTI LARGA 250GR,70084576,240.0,250.0,GR,75300021,SECUNDARIO,PASTA ESPAGUETI SULI 3PACK 200 GR,630.0,600.0,GR,2.4,0.93,390.0,162.5,Mayor al primario - Esperado para pack,283499.0,456.0,600.0,PASTA-D92,SULI
CR,DESCUENTO,PACIFICO CENTRAL,205236,DESODORA NIVEA SPRAY DAM ACLAR NAT 150ML,205236,3100.0,150.0,ML,75071494,SECUNDARIO,DESOD NIVEA SPRAY ACLARADO 2PK 300ML,5100.0,300.0,ML,2.0,0.8,2000.0,64.52,Mayor al primario - Esperado para pack,283417.0,63.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,NIVEA
CR,SUPERMERCADOS,CARTAGO,70568271,JUGO DOS PINOS 100 NARANJA TETRA 946ML,70568271,1600.0,946.0,ML,70568350,SECUNDARIO,JUGO DOS PINOS NARANJ C FIB 3PACK 946 ML,3500.0,2838.0,ML,3.0,0.9,1900.0,118.75,Mayor al primario - Esperado para pack,283378.0,92.0,2838.0,BEVERAGES - JUICES-D95,DOS PINOS
CR,BODEGAS,ALAJUELA - GAM,70255971,SHAMPO SAVILE ARGAN KERATINA 550ML,70255971,3060.0,550.0,ML,75041650,SECUNDARIO,PACK 1080ML SAVILE ARGAN SH MAS ACONDICI,5000.0,1080.0,ML,1.96363636363636,0.9,1940.0,63.4,Mayor al primario - Esperado para pack,283200.0,64.0,1080.0,HAIR CARE - SHAMPOO D02,SAVILÉ
CR,DESCUENTO,RURAL NORTE,70241266,DESODOR SPEEDSTICK GEL 24 7 XTR INT 85GR,70241266,3760.0,85.0,GR,70243792,SECUNDARIO,DESODOR SPEEDSTICK GEL EXTREM 2PCK 85 GR,6390.0,170.0,GR,2.0,0.85,2630.0,69.95,Mayor al primario - Esperado para pack,282750.0,50.0,170.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,SUPERMERCADOS,SAN JOSE,75158995,DEO OLD SPICE BARRA OCEAN LEGEND 50GR,75158995,2950.0,50.0,GR,70443838,SECUNDARIO,DESODOR OLDSPICE BARRA 2PK FRESH 100GR,5010.0,100.0,GR,2.0,0.85,2060.0,69.83,Mayor al primario - Esperado para pack,282498.0,64.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,OLD SPICE
CR,WALMART,SAN JOSE,70432235,BEBID GREAT VALUE ALOE VERA 500ML,70432235,970.0,500.0,ML,70432236,SECUNDARIO,BEBID GREAT VALUE ALOE VERA 1500ML,2400.0,1500.0,ML,3.0,0.9,1430.0,147.42,Mayor al primario - Esperado para pack,282492.0,133.0,1500.0,BEVERAGES – NATURAL DRINKS-D95,GREAT VALUE
CR,BODEGAS,SAN JOSE,70241266,DESODOR SPEEDSTICK GEL 24 7 XTR INT 85GR,70241266,3750.0,85.0,GR,70243792,SECUNDARIO,DESODOR SPEEDSTICK GEL EXTREM 2PCK 85 GR,6380.0,170.0,GR,2.0,0.85,2630.0,70.13,Mayor al primario - Esperado para pack,282300.0,50.0,170.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,DESCUENTO,LIMON,70023456,CONSOME MAGGI POLLO 50 GR,70023456,500.0,50.0,GR,70042571,SECUNDARIO,CONSOME MAGGI POLLO 3PACK 50 GR,1340.0,150.0,GR,3.0,0.89,840.0,168.0,Mayor al primario - Esperado para pack,280800.0,225.0,150.0,SOUPS - SHELF STABLE-D92,MAGGI
CR,SUPERMERCADOS,RURAL NORTE,70522283,LECHE PROTEINA DOS PINOS VAINILLA 250ML,70522283,790.0,250.0,ML,70682361,SECUNDARIO,LECHE UHT 50 MAS PROTE SURTI 250ML 6PK,3500.0,1.5,ML,6.0,0.83,2710.0,343.04,Mayor al primario - Esperado para pack,280665.0,81.0,1.5,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,DESCUENTO,CARTAGO,70254939,CLORO CLOROX ORIGINAL BOLSA 900ML,70254939,530.0,900.0,ML,70256047,SECUNDARIO,CLORO CLOROX ORIG 2PACK 900 ML BOLSA,910.0,1800.0,ML,2.0,0.85,380.0,71.7,Mayor al primario - Esperado para pack,280616.0,351.0,1800.0,BLEACH D13,CLOROX
CR,WALMART,CARTAGO,70568255,LECHE UHT DELACTOMY 0% 946ML EDGE,70568255,1180.0,946.0,ML,75187358,SECUNDARIO,LECHE UHT DELACTOMY 0 2838GR EDGE 3 PACK,3430.0,2838.0,GR,3.0,0.97,2250.0,190.68,Mayor al primario - Esperado para pack,279972.0,81.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,CARTAGO,70495563,DESODOR REXONA CLINICAL SPRY CLEAN 150ML,70495563,3410.0,150.0,ML,70085956,SECUNDARIO,3PACK DEO CLIN CLASS REXONA MUJ 150 ML,7200.0,450.0,ML,3.0,0.75,3790.0,111.14,Mayor al primario - Esperado para pack,279756.0,44.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,RURAL NORTE,70345939,ATUN CALVO TROCITOS EN ACEITE 142 GR,70345939,820.0,142.0,GR,70532826,SECUNDARIO,ATUN CALVO TROCITOS 6PACK 142 GR,4300.0,852.0,GR,6.0,0.85,3480.0,424.39,Mayor al primario - Esperado para pack,279694.0,66.0,852.0,SEAFOOD-FISH-D92,CALVO
CR,BODEGAS,CARTAGO,70499907,TIPO QUESO MOZZ RALLAD GREAT VALUE 227GR,70499907,1420.0,227.0,GR,70499906,SECUNDARIO,TIPO QUESO GREAT VALUE MOZZAR RALL 907GR,6660.0,907.0,GR,3.995595,0.96,5240.0,369.01,Mayor al primario - Esperado para pack,279508.0,48.0,907.0,CHEESES-D90,GREAT VALUE
CR,BODEGAS,RURAL NORTE,70231807,BEBIDA SMIRNOFF GREN APPLE LATA 350ML,70231807,1200.0,350.0,ML,70525397,SECUNDARIO,4PACK GUARANA SMIRNOFF ICE 1420 ML,4100.0,1400.0,ML,4.0,0.9036,2900.0,241.67,Mayor al primario - Esperado para pack,279356.0,77.0,1400.0,BEVERAGE ALCOHOL - COCKTAIL D96,SMIRNOFF
CR,SUPERMERCADOS,SAN JOSE,75079594,DESOD REXONA BARRA MEN V8 45GR,75079594,3200.0,45.0,GR,70189862,SECUNDARIO,DESODORANTE REXONA BAMBU MUJ BA2PK 50 GR,5440.0,100.0,GR,2.0,0.85,2240.0,70.0,Mayor al primario - Esperado para pack,279212.0,58.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,SAN JOSE,70084233,PASTA SABEMAS LENGUA 250GR,70084233,400.0,250.0,GR,70084316,SECUNDARIO,PASTA SABEMAS PLUMAS 250 GR,400.0,250.0,GR,1.0,0.96,0.0,0.0,Igual al primario - Verificar factor,278711.0,706.0,250.0,PASTA-D92,SABEMAS
CR,BODEGAS,HEREDIA - GAM,70486969,QUESO CREM DOS PINOS AMERICANO 210GR,70486969,1370.0,210.0,GR,70517362,SECUNDARIO,QUESO CREMA DOS PINOS 2PACK 210 GR,2420.0,420.0,GR,2.0,0.85,1050.0,76.64,Mayor al primario - Esperado para pack,278686.0,116.0,420.0,CHEESES-D90,DOS PINOS
CR,SUPERMERCADOS,SAN JOSE,70498632,TOALLA ROSAL BCA INDIV 80H TP 1R 348.9GR,70498632,1260.0,348.9,GR,75006383,SECUNDARIO,TOALLA COCINA ROSAL 3PLY 2P 80H 691.9GR,2520.0,691.9,GR,2.0,1.0,1260.0,100.0,Mayor al primario - Esperado para pack,278616.0,125.0,691.9,PAPER TOWELS D04,ROSAL
CR,BODEGAS,HEREDIA - GAM,75088630,ACEITE SULI VEGETAL 500 ML,75088630,690.0,500.0,ML,75313695,SECUNDARIO,ACEITE SULI VEGETAL 3000ML,3000.0,3000.0,ML,5.99999999999999,0.909090909090909,2310.0,334.78,Mayor al primario - Esperado para pack,278594.0,94.0,3000.0,OILS & FATS-D92,SULI
CR,DESCUENTO,CARTAGO,216184,DESODOR SPEEDSTICK BARRA SPORT TALC 50GR,216184,3000.0,50.0,GR,70076362,SECUNDARIO,DEO SPEED STICK SPORT TALC BARR2PK 50 GR,5100.0,100.0,GR,2.0,0.85,2100.0,70.0,Mayor al primario - Esperado para pack,278479.0,62.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,BODEGAS,SAN JOSE,70167340,DEO LADYSPEEDS STICK SPRAY FLORAL 150ML,70167340,3000.0,91.0,GR,70525986,SECUNDARIO,DEO LDY SPEEDS DERMA PERLA SPRAY 2P 91GR,5000.0,91.0,GR,2.0,0.85,2000.0,66.67,Mayor al primario - Esperado para pack,278335.0,63.0,91.0,DEODORANTS Y ANTIPERSPIRANT D02,LADY SPEED STICK
CR,DESCUENTO,RURAL NORTE,216184,DESODOR SPEEDSTICK BARRA SPORT TALC 50GR,216184,3000.0,50.0,GR,70076362,SECUNDARIO,DEO SPEED STICK SPORT TALC BARR2PK 50 GR,5100.0,100.0,GR,2.0,0.85,2100.0,70.0,Mayor al primario - Esperado para pack,278326.0,62.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,DESCUENTO,ALAJUELA - GAM,75014919,TROPICAL MELOCOTON 250 ML,75014919,280.0,250.0,ML,70224008,SECUNDARIO,TROPICAL MEL LIM BCO PET 6P 250 ML,1760.0,1500.0,ML,6.0,0.85,1480.0,528.57,Mayor al primario - Esperado para pack,278308.0,216.0,1500.0,BEVERAGES - JUICES-D95,TROPICAL
CR,DESCUENTO,CARTAGO,75352030,,,,,,75352033,SECUNDARIO,AVENA GREAT VALUE EN HOJUELAS 900 GR,1500.0,900.0,GR,3.0,0.9,,,Sin precio,278308.0,188.0,900.0,BRKFST CEREL BAR-PASTRY-D92,GREAT VALUE
CR,SUPERMERCADOS,HEREDIA - GAM,261706,DEO NIVEA SPRAY MEN BLACKYWH POWER 150ML,261706,3250.0,150.0,ML,75071498,SECUNDARIO,DESOD NIVEA SPRAY BW CAB 3PK 450ML,7200.0,450.0,ML,3.0,0.75,3950.0,121.54,Mayor al primario - Esperado para pack,278138.0,44.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,NIVEA
CR,WALMART,RURAL NORTE,70568303,LECHE LIQ DOS PINOS PINITO TB 1L,70568303,1150.0,1000.0,ML,70050505,SECUNDARIO,LECHE DOS PINOS PINITO LIQ 2PACK 1L,1730.0,2000.0,ML,2.0,0.75,580.0,50.43,Mayor al primario - Esperado para pack,277506.0,162.0,2000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,SUPERMERCADOS,HEREDIA - GAM,70321321,ACEITE OLIVA GREAT VALUE SPRAY 198 GR,70321321,2660.0,198.0,GR,75275057,SECUNDARIO,ACEITE GREAT VALUE AGUACATE SPRAY 141 G,2000.0,141.0,GR,0.712121212121212,1.404,-660.0,-24.81,REVISAR: Precio menor al primario,277364.0,157.0,141.0,OILS & FATS-D92,GREAT VALUE
CR,WALMART,ALAJUELA - GAM,70568309,LECHE LIQ CORON SEMIDESCR 2 PORC TB 1L,70568309,980.0,1000.0,ML,70568308,SECUNDARIO,LECHE LIQUIDA CORONADO SEMIDESC 6 PACK,5500.0,6000.0,ML,6.0,0.95,4520.0,461.22,Mayor al primario - Esperado para pack,277207.0,51.0,6000.0,MILK&CREM-SUBSTUT-SHELF-D95,CORONADO
CR,DESCUENTO,LIMON,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,2790.0,150.0,ML,70210303,SECUNDARIO,2PACK DESODOR REXONA SPRAY BAMBOO 300ML,4900.0,300.0,ML,2.0,0.85,2110.0,75.63,Mayor al primario - Esperado para pack,277078.0,64.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,DESCUENTO,LIMON,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70203734,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDU 2PK 300 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,276049.0,54.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,DESCUENTO,HEREDIA - GAM,75096256,TORTILLA DE MAIZ SABEMAS REGULAR 462 GR,75096256,1240.0,462.0,GR,75096254,SECUNDARIO,TORTILLA DE MAIZ SABEMAS REGULAR 222 GR,650.0,222.0,GR,0.48051948051948,1.1,-590.0,-47.58,REVISAR: Precio menor al primario,276023.0,429.0,222.0,BREAD SHELF STABLE D81,SABEMAS
CR,BODEGAS,LIMON,75053384,ATUN SULI TROCITOS  VEGETALES 4PK 560 GR,75053384,1400.0,560.0,GR,75053383,SECUNDARIO,ATUN SULI TROCITOS CON VEGETALES 295 GR,800.0,295.0,GR,0.526785714285714,1.04,-600.0,-42.86,REVISAR: Precio menor al primario,275858.0,349.0,295.0,SEAFOOD-FISH-D92,SULI
CR,SUPERMERCADOS,CARTAGO,70522283,LECHE PROTEINA DOS PINOS VAINILLA 250ML,70522283,750.0,250.0,ML,70682361,SECUNDARIO,LECHE UHT 50 MAS PROTE SURTI 250ML 6PK,3500.0,1.5,ML,6.0,0.83,2750.0,366.67,Mayor al primario - Esperado para pack,275816.0,80.0,1.5,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,SAN JOSE,75158994,DEO OLD SPICE SPRAY OCEAN LEGEND 150ML,75158994,3100.0,150.0,ML,75013119,SECUNDARIO,DEO OLD SPICE SPRAY XTREME 2PK 300 ML,5200.0,300.0,ML,2.0,0.85,2100.0,67.74,Mayor al primario - Esperado para pack,275663.0,60.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,OLD SPICE
CR,BODEGAS,RURAL NORTE,70491751,ATUN SABEMAS TROCITOS EN ACEITE 295 G,70491751,1430.0,295.0,GR,75292953,SECUNDARIO,ATUN SABEMAS LOMO TROC ACE 840GR 6 PACK,4150.0,840.0,GR,6.0,1.02222222222222,2720.0,190.21,Mayor al primario - Esperado para pack,274891.0,67.0,840.0,SEAFOOD-FISH-D92,SABEMAS
CR,DESCUENTO,ALAJUELA - GAM,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70203734,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDU 2PK 300 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,274809.0,54.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,SUPERMERCADOS,SAN JOSE,70345941,ATUN CALVO TROZOS CALVO AGUA LIGHT 104GR,70345941,1050.0,104.0,GR,70475569,SECUNDARIO,ATUN AGUA CALVO 3 PACK 426 GR,2600.0,426.0,GR,3.0,1.0,1550.0,147.62,Mayor al primario - Esperado para pack,273658.0,119.0,426.0,SEAFOOD-FISH-D92,CALVO
CR,DESCUENTO,SAN JOSE,70084233,PASTA SABEMAS LENGUA 250GR,70084233,400.0,250.0,GR,70084236,SECUNDARIO,PASTA SABEMAS LENGUA 500GR,800.0,500.0,GR,2.0,0.93,400.0,100.0,Mayor al primario - Esperado para pack,273419.0,346.0,500.0,PASTA-D92,SABEMAS
CR,DESCUENTO,GUANACASTE,70084576,PASTA SULI SPAGUETTI LARGA 250GR,70084576,240.0,250.0,GR,75300021,SECUNDARIO,PASTA ESPAGUETI SULI 3PACK 200 GR,690.0,600.0,GR,2.4,0.93,450.0,187.5,Mayor al primario - Esperado para pack,273412.0,401.0,600.0,PASTA-D92,SULI
CR,WALMART,PE GENERAL OESTE,70185463,PAPA KG SEGUNDA CALIDAD ORIG COSTA RICA,70185463,640.0,1.0,KG,70643538,SECUNDARIO,PAPA ROJA KG ORIGEN COSTA RICA,570.0,1.0,KG,1.0,0.9,-70.0,-10.94,REVISAR: Precio menor al primario,273381.0,393.39,1.0,VEGETABLES - PERISHABLE D94,HORTIFRUTI
CR,BODEGAS,ALAJUELA - GAM,70495563,DESODOR REXONA CLINICAL SPRY CLEAN 150ML,70495563,3320.0,150.0,ML,70085956,SECUNDARIO,3PACK DEO CLIN CLASS REXONA MUJ 150 ML,7200.0,450.0,ML,3.0,0.75,3880.0,116.87,Mayor al primario - Esperado para pack,273359.0,43.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,DESCUENTO,RURAL NORTE,70111196,DESODOR SPEEDSTICK SPRAY 24 7 EXTR 150ML,70111196,3000.0,150.0,ML,70526026,SECUNDARIO,DESODOR SPEEDSTICK X5 SPRAY 2PACK 182GR,5000.0,182.0,GR,2.0,0.85,2000.0,66.67,Mayor al primario - Esperado para pack,273058.0,62.0,182.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,SUPERMERCADOS,SAN JOSE,70006802,ACEITE GREAT VALUE OLIVA PURO 754 ML,70006802,2650.0,754.0,ML,70199578,SECUNDARIO,ACEITE GREAT VALUE OLIVA CLASICO 502 ML,1850.0,502.0,ML,0.6657824933687,1.04,-800.0,-30.19,REVISAR: Precio menor al primario,273052.0,167.0,502.0,OILS & FATS-D92,GREAT VALUE
CR,BODEGAS,LIMON,75079594,DESOD REXONA BARRA MEN V8 45GR,75079594,2540.0,45.0,GR,70168626,SECUNDARIO,2PK DESODORANT REXONA TON PERFE BA 45 GR,4320.0,90.0,GR,2.0,0.85,1780.0,70.08,Mayor al primario - Esperado para pack,272919.0,72.0,90.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,DESCUENTO,LIMON,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,2790.0,150.0,ML,70270164,SECUNDARIO,2PK DEOSOD REXONA AERO TONO PERF 300ML,4900.0,1.0,GR,2.0,0.85,2110.0,75.63,Mayor al primario - Esperado para pack,272739.0,63.0,1.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
