PAIS,Formato,ZONA,CODIGO_FAMILIA,DESC_PRIMARIO,SKU_PRIMARIO,PRECIO_PRIMARIO,TAMANO_PRIMARIO,MEDIDA_PRIMARIO,SKU_SECUNDARIO,AGRUPACION,DESC_SECUNDARIO,PRECIO_SECUNDARIO,TAMANO_SECUNDARIO,MEDIDA_SECUNDARIO,FACTOR_DE_CONVERSION,AHORRO_DIFERENCIAL,DIFERENCIA_ABSOLUTA,DIFERENCIA_PCT,EVALUACION,Ventas,Rotaciones,Sell_QTY,CATEGORIA,MARCA
CR,SUPERMERCADOS,ALAJUELA - GAM,261706,DEO NIVEA SPRAY MEN BLACKYWH POWER 150ML,261706,3250.0,150.0,ML,75176085,SECUNDARIO,DEO NIVEA SPRAY DEEP 3PK 450ML,6530.0,450.0,ML,3.0,0.75,3280.0,100.92,Mayor al primario - Esperado para pack,143319.0,25.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,EUCERIN
CR,WALMART,ALAJUELA - GAM,70523566,ACEITE DE GIRASOL GREAT VALUE 900 ML,70523566,1000.0,900.0,ML,70523567,SECUNDARIO,ACEITE DE GIRASOL GREAT VALUE 3000 ML.,3000.0,3000.0,ML,3.33333333333333,0.94,2000.0,200.0,Mayor al primario - Esperado para pack,143314.0,51.0,3000.0,OILS & FATS-D92,GREAT VALUE
CR,SUPERMERCADOS,HEREDIA - GAM,9216954,ACEITE SOYA SABEMAS BOTE 3000 ML,9216954,3330.0,3000.0,ML,70172828,SECUNDARIO,ACEITE SABEMAS SOYA 900 ML,1100.0,900.0,ML,0.3,1.07062665850173,-2230.0,-66.97,REVISAR: Precio menor al primario,143302.0,132.0,900.0,OILS & FATS-D92,SABEMAS
CR,BODEGAS,LIMON,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,3150.0,150.0,ML,70210303,SECUNDARIO,2PACK DESODOR REXONA SPRAY BAMBOO 300ML,4900.0,300.0,ML,2.0,0.85,1750.0,55.56,Mayor al primario - Esperado para pack,143088.0,33.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,WALMART,ALAJUELA - GAM,70053143,DET LIQ GREAT VALUE COLOR BT 10000ML,70053143,8980.0,10000.0,ML,75169996,SECUNDARIO,DET LIQ GREAT VALUE ANTIB BT 18000ML,16160.0,18000.0,ML,1.8,0.8,7180.0,79.96,Mayor al primario - Esperado para pack,143010.0,10.0,18000.0,LAUNDRY DETERGENTS D13,GREAT VALUE
CR,DESCUENTO,HEREDIA - GAM,70491751,ATUN SABEMAS TROCITOS EN ACEITE 295 G,70491751,1270.0,295.0,GR,75292952,SECUNDARIO,ATUN SABEMAS LOMO TROCITOS ACEIT 140 GR,600.0,140.0,GR,0.47457627118644,1.0,-670.0,-52.76,REVISAR: Precio menor al primario,142922.0,242.0,140.0,SEAFOOD-FISH-D92,SABEMAS
CR,BODEGAS,SAN JOSE,75095700,MANI SABEMAS CON SAL 80 GR,75095700,500.0,80.0,GR,75095697,SECUNDARIO,MANI SABEMAS CON SAL 180 GR,830.0,180.0,GR,2.25,0.9,330.0,66.0,Mayor al primario - Esperado para pack,142812.0,195.0,180.0,NUTS & SEEDS EDIBLE-D92,SABEMAS
CR,DESCUENTO,HEREDIA - GAM,70254939,CLORO CLOROX ORIGINAL BOLSA 900ML,70254939,550.0,900.0,ML,70256047,SECUNDARIO,CLORO CLOROX ORIG 2PACK 900 ML BOLSA,940.0,1800.0,ML,2.0,0.85,390.0,70.91,Mayor al primario - Esperado para pack,142730.0,173.0,1800.0,BLEACH D13,CLOROX
CR,BODEGAS,RURAL NORTE,205236,DESODORA NIVEA SPRAY DAM ACLAR NAT 150ML,205236,3100.0,150.0,ML,70402416,SECUNDARIO,DEO NIVEA SPRAY ACLAR SATIN 3PK 450ML,7000.0,450.0,ML,3.0,0.75,3900.0,125.81,Mayor al primario - Esperado para pack,142485.0,23.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,NIVEA
CR,WALMART,HEREDIA - GAM,9003297,MANTEQUILL DOS PINOS LACTOCREM BAR 115GR,9003297,1110.0,115.0,GR,9002961,SECUNDARIO,MANTEQUILL DOS PINOS LACTOCR BAR 460GR,4310.0,460.0,GR,4.0,0.97,3200.0,288.29,Mayor al primario - Esperado para pack,142205.0,37.0,460.0,BUTTER AND BUTTER SUBSTITUTES D90,DOS PINOS
CR,DESCUENTO,PACIFICO SUR,70492011,LECHE DELACT 0 50 MAS PROTEIN 946ML EDGE,70492011,1600.0,946.0,ML,75199848,SECUNDARIO,LECHE 50 MAS PROTEIN 2838GR 3 PACK,4000.0,2838.0,GR,3.0,0.97,2400.0,150.0,Mayor al primario - Esperado para pack,142164.0,36.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,GUANACASTE,70568304,LECHE LIQUIDA DESCREMADA DOS PINOS 1L,70568304,1150.0,1000.0,ML,70568316,SECUNDARIO,DOS PINOS 3 PACK DESCREMADA LITRO,3550.0,3000.0,ML,3.0,0.97,2400.0,208.7,Mayor al primario - Esperado para pack,142130.0,41.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,BODEGAS,PE GUANACASTE,75374261,JAMON COCIDO DON CRISTOBAL 250 GR,75374261,2400.0,250.0,GR,75170451,SECUNDARIO,JAMON SELVA NEGRA GREAT VALUE 454GT,3810.0,454.0,GR,1.816,0.84,1410.0,58.75,Mayor al primario - Esperado para pack,142098.0,80.0,454.0,PRE-FORMED & COLD CUTS-D97,GREAT VALUE
CR,WALMART,HEREDIA - GAM,75079594,DESOD REXONA BARRA MEN V8 45GR,75079594,3160.0,45.0,GR,70517382,SECUNDARIO,DESODOR REXONA STICK MEN V8 2PACK 100GR,5370.0,100.0,GR,2.0,0.85,2210.0,69.94,Mayor al primario - Esperado para pack,142085.0,30.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,SUPERMERCADOS,HEREDIA - GAM,70407518,ACEITE GREAT VALUE CANOLA PURO 946ML,70407518,1700.0,946.0,ML,70609547,SECUNDARIO,ACEITE GREAT VALUE CANOLA 3500ML,5980.0,3500.0,ML,3.69978858350951,0.95,4280.0,251.76,Mayor al primario - Esperado para pack,142047.0,27.0,3500.0,OILS & FATS-D92,GREAT VALUE
CR,DESCUENTO,GUANACASTE,70084233,PASTA SABEMAS LENGUA 250GR,70084233,400.0,250.0,GR,70084316,SECUNDARIO,PASTA SABEMAS PLUMAS 250 GR,400.0,250.0,GR,1.0,0.96,0.0,0.0,Igual al primario - Verificar factor,141966.0,359.0,250.0,PASTA-D92,SABEMAS
CR,BODEGAS,PE GENERAL OESTE,75374261,JAMON COCIDO DON CRISTOBAL 250 GR,75374261,2400.0,250.0,GR,75170453,SECUNDARIO,JAMON COCIDO GREAT VALUE 454GT,3440.0,454.0,GR,1.816,0.84,1040.0,43.33,Mayor al primario - Esperado para pack,141913.0,68.0,454.0,PRE-FORMED & COLD CUTS-D97,GREAT VALUE
CR,BODEGAS,ALAJUELA - GAM,261706,DEO NIVEA SPRAY MEN BLACKYWH POWER 150ML,261706,3100.0,150.0,ML,75071498,SECUNDARIO,DESOD NIVEA SPRAY BW CAB 3PK 450ML,7000.0,450.0,ML,3.0,0.75,3900.0,125.81,Mayor al primario - Esperado para pack,141877.0,23.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,NIVEA
CR,BODEGAS,HEREDIA - GAM,70523566,ACEITE DE GIRASOL GREAT VALUE 900 ML,70523566,1220.0,900.0,ML,70523567,SECUNDARIO,ACEITE DE GIRASOL GREAT VALUE 3000 ML.,4210.0,3000.0,ML,3.33333333333333,0.94,2990.0,245.08,Mayor al primario - Esperado para pack,141712.0,34.0,3000.0,OILS & FATS-D92,GREAT VALUE
CR,BODEGAS,PACIFICO CENTRAL,70523566,ACEITE DE GIRASOL GREAT VALUE 900 ML,70523566,1350.0,900.0,ML,70523567,SECUNDARIO,ACEITE DE GIRASOL GREAT VALUE 3000 ML.,4220.0,3000.0,ML,3.33333333333333,0.94,2870.0,212.59,Mayor al primario - Esperado para pack,141638.0,34.0,3000.0,OILS & FATS-D92,GREAT VALUE
CR,BODEGAS,GUANACASTE,70167340,DEO LADYSPEEDS STICK SPRAY FLORAL 150ML,70167340,3000.0,91.0,GR,70273345,SECUNDARIO,DESODOR LADY SPEEDS SPRAY POW 2PK 150 ML,5000.0,300.0,ML,2.0,0.85,2000.0,66.67,Mayor al primario - Esperado para pack,141600.0,32.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,LADY SPEED STICK
CR,BODEGAS,RURAL NORTE,70111196,DESODOR SPEEDSTICK SPRAY 24 7 EXTR 150ML,70111196,2910.0,150.0,ML,70526026,SECUNDARIO,DESODOR SPEEDSTICK X5 SPRAY 2PACK 182GR,5000.0,182.0,GR,2.0,0.85,2090.0,71.82,Mayor al primario - Esperado para pack,141158.0,32.0,182.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,BODEGAS,GUANACASTE,70523566,ACEITE DE GIRASOL GREAT VALUE 900 ML,70523566,1350.0,900.0,ML,70523567,SECUNDARIO,ACEITE DE GIRASOL GREAT VALUE 3000 ML.,4210.0,3000.0,ML,3.33333333333333,0.94,2860.0,211.85,Mayor al primario - Esperado para pack,141109.0,35.0,3000.0,OILS & FATS-D92,GREAT VALUE
CR,DESCUENTO,LIMON,70568354,LECHE CORONADO DESLACT 2 946ML EDGE,70568354,1000.0,946.0,ML,70568376,SECUNDARIO,LECHE CORONADO DESLACT 2 946ML 6 PACK,5700.0,5676.0,ML,6.0,0.95,4700.0,470.0,Mayor al primario - Esperado para pack,141100.0,25.0,5676.0,MILK&CREM-SUBSTUT-SHELF-D95,CORONADO
CR,DESCUENTO,CARTAGO,212404,CREMA PEINAR PANTENE ULT CREM RIZO 300ML,212404,3850.0,300.0,ML,70681372,SECUNDARIO,PANTENE 2PACK CC RIZOS DEFINIDOS 300ML,6930.0,300.0,ML,2.0,0.9,3080.0,80.0,Mayor al primario - Esperado para pack,141059.0,23.0,300.0,HAIR CARE - SHAMPOO D02,PANTENE
CR,SUPERMERCADOS,RURAL NORTE,70568253,LECHE UHT DELACTOMY 2% 946 ML EDGE,70568253,1170.0,946.0,ML,70568398,SECUNDARIO,LECHE DELACTOMY 2% 946 ML 6 PACK,6840.0,5676.0,ML,6.0,0.95,5670.0,484.62,Mayor al primario - Esperado para pack,141056.0,21.0,5676.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,WALMART,HEREDIA - GAM,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,3250.0,150.0,ML,70270305,SECUNDARIO,DESODO REXONA AERO TONO PERF 3PACK 450ML,6900.0,1.0,GR,3.0,0.8,3650.0,112.31,Mayor al primario - Esperado para pack,140922.0,23.0,1.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,SAN JOSE,75352031,AVENA GREAT VALUE INTEGRAL 300 GR,75352031,740.0,300.0,GR,75352034,SECUNDARIO,AVENA GREAT VALUE INTEGRAL 1000 GR,1400.0,1000.0,GR,3.33333333333333,0.85,660.0,89.19,Mayor al primario - Esperado para pack,140827.0,102.0,1000.0,BRKFST CEREL BAR-PASTRY-D92,GREAT VALUE
CR,BODEGAS,PACIFICO SUR,70568354,LECHE CORONADO DESLACT 2 946ML EDGE,70568354,1010.0,946.0,ML,70568376,SECUNDARIO,LECHE CORONADO DESLACT 2 946ML 6 PACK,5760.0,5676.0,ML,6.0,0.95,4750.0,470.3,Mayor al primario - Esperado para pack,140590.0,25.0,5676.0,MILK&CREM-SUBSTUT-SHELF-D95,CORONADO
CR,WALMART,ALAJUELA - GAM,70568304,LECHE LIQUIDA DESCREMADA DOS PINOS 1L,70568304,1110.0,1000.0,ML,70568316,SECUNDARIO,DOS PINOS 3 PACK DESCREMADA LITRO,3230.0,3000.0,ML,3.0,0.97,2120.0,190.99,Mayor al primario - Esperado para pack,140395.0,44.0,3000.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,SUPERMERCADOS,PACIFICO CENTRAL,70499907,TIPO QUESO MOZZ RALLAD GREAT VALUE 227GR,70499907,1470.0,227.0,GR,75053689,SECUNDARIO,TIPO QUESO MOZZA SEMDESCRE RALLAD 2270GR,8290.0,2270.0,GR,10.0,0.86,6820.0,463.95,Mayor al primario - Esperado para pack,140274.0,21.0,2270.0,CHEESES-D90,GREAT VALUE
CR,BODEGAS,PACIFICO SUR,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3150.0,150.0,ML,70203734,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDU 2PK 300 ML,5350.0,300.0,ML,2.0,0.85,2200.0,69.84,Mayor al primario - Esperado para pack,140222.0,28.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,DESCUENTO,PACIFICO SUR,70153736,SULI CEREAL AROS DE FRUTA 500GR,70153736,1060.0,500.0,GR,70154245,SECUNDARIO,SULI CEREAL AROS DE FRUTA 900GR,1910.0,900.0,GR,1.8,0.85,850.0,80.19,Mayor al primario - Esperado para pack,139934.0,74.0,900.0,BRKFST CEREL BAR-PASTRY-D92,SULI
CR,BODEGAS,LIMON,75012957,DESOD DOVE BARRA CAB CUID TOTAL 45GR,75012957,2000.0,45.0,GR,70206836,SECUNDARIO,DESODOR DOVE BARRA MEN CLEANCO 2PK 50 GR,5950.0,100.0,GR,2.0,0.85,3950.0,197.5,Mayor al primario - Esperado para pack,139863.0,27.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,BODEGAS,PE CARTAGO,75374326,,,,,,75374322,SECUNDARIO,POSTRE 3 LECHES PORCION MARCELINO 230 EA,1300.0,230.0,EA,0.23,1.02274283182531,,,Sin precio,139840.0,122.0,230.0,PIES AND PASTRIES - IN STORE D98,MARCELINO
CR,BODEGAS,ALAJUELA - GAM,75079594,DESOD REXONA BARRA MEN V8 45GR,75079594,3310.0,45.0,GR,70168626,SECUNDARIO,2PK DESODORANT REXONA TON PERFE BA 45 GR,5630.0,90.0,GR,2.0,0.85,2320.0,70.09,Mayor al primario - Esperado para pack,139496.0,28.0,90.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,LIMON,70431133,DESODOR LADY SPEEDSTICK BARRA POWD 45GR,70431133,3000.0,45.0,GR,70141699,SECUNDARIO,LADY SS 2 PACK BARRA INVISIB FLORL 45 GR,5100.0,90.0,GR,2.0,0.85,2100.0,70.0,Mayor al primario - Esperado para pack,139454.0,31.0,90.0,DEODORANTS Y ANTIPERSPIRANT D02,LADY SPEED STICK
CR,DESCUENTO,HEREDIA - GAM,70491751,ATUN SABEMAS TROCITOS EN ACEITE 295 G,70491751,1270.0,295.0,GR,75292953,SECUNDARIO,ATUN SABEMAS LOMO TROC ACE 840GR 6 PACK,4150.0,840.0,GR,6.0,1.02222222222222,2880.0,226.77,Mayor al primario - Esperado para pack,139295.0,34.0,840.0,SEAFOOD-FISH-D92,SABEMAS
CR,SUPERMERCADOS,SAN JOSE,75053379,ATUN SULI TROCITOS EN AGUA 140 GR,75053379,750.0,140.0,GR,75053382,SECUNDARIO,ATUN SULI TROCITOS EN AGUA 295 GR,1140.0,295.0,GR,2.107143,0.919578947368421,390.0,52.0,Mayor al primario - Esperado para pack,139141.0,138.0,295.0,SEAFOOD-FISH-D92,SULI
CR,SUPERMERCADOS,HEREDIA - GAM,75079594,DESOD REXONA BARRA MEN V8 45GR,75079594,3200.0,45.0,GR,70189862,SECUNDARIO,DESODORANTE REXONA BAMBU MUJ BA2PK 50 GR,5440.0,100.0,GR,2.0,0.85,2240.0,70.0,Mayor al primario - Esperado para pack,139129.0,29.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,ALAJUELA - GAM,9500294,REFRESC HIC FRUTAS TETRA BRICK 250ML,9500294,340.0,250.0,ML,9500266,SECUNDARIO,REFRESC HIC SURT SAB TB 6PACK 250ML,2060.0,1500.0,ML,6.0,0.86,1720.0,505.88,Mayor al primario - Esperado para pack,139104.0,77.0,1500.0,BEVERAGES - JUICES-D95,HI-C
GT,WALMART,B - NARANJA,70007467,QUESO MOZZARELLA GREAT VALU RALLAD 227GR,70007467,32.0,227.0,GR,75053690,SECUNDARIO,QUESO MOZZARELLA SEMIDESCR RALLADO2270GR,135.0,2270.0,GR,10.0,0.886050156739811,103.0,321.88,Mayor al primario - Esperado para pack,138971.21,1251.0,2270.0,CHEESES-D90,GREAT VALUE
CR,BODEGAS,ALAJUELA - GAM,298967,DESODOR NIVEA ROLLON ACLAR NATURAL 50ML,298967,3100.0,50.0,ML,75176084,SECUNDARIO,DEO NIVEA ROLLON ACLARADO NAT 2PK 100ML,5250.0,100.0,ML,2.0,0.85,2150.0,69.35,Mayor al primario - Esperado para pack,138922.0,30.0,100.0,DEODORANTS Y ANTIPERSPIRANT D02,EUCERIN
CR,SUPERMERCADOS,HEREDIA - GAM,70231807,BEBIDA SMIRNOFF GREN APPLE LATA 350ML,70231807,1270.0,350.0,ML,70525397,SECUNDARIO,4PACK GUARANA SMIRNOFF ICE 1420 ML,4240.0,1400.0,ML,4.0,0.9036,2970.0,233.86,Mayor al primario - Esperado para pack,138824.0,37.0,1400.0,BEVERAGE ALCOHOL - COCKTAIL D96,SMIRNOFF
CR,WALMART,ALAJUELA - GAM,70210305,DESODOR DOVE SPRAY ORIGINAL 150ML,70210305,3250.0,150.0,ML,70243390,SECUNDARIO,DESO DOVE SPRAY DAMA CALENDULA 3PK 450ML,7250.0,450.0,ML,3.0,0.8,4000.0,123.08,Mayor al primario - Esperado para pack,138817.0,19.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,DOVE
CR,SUPERMERCADOS,ALAJUELA - GAM,70495563,DESODOR REXONA CLINICAL SPRY CLEAN 150ML,70495563,3520.0,150.0,ML,70085956,SECUNDARIO,3PACK DEO CLIN CLASS REXONA MUJ 150 ML,7920.0,450.0,ML,3.0,0.75,4400.0,125.0,Mayor al primario - Esperado para pack,138783.0,20.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,BODEGAS,SAN JOSE,70106023,ATUN SARDIMAR TROZOS EN ACEITE 140GR,70106023,1740.0,140.0,GR,70282039,SECUNDARIO,2PACK SDM TROZOS 140G MAS VEGETALES 140G,3480.0,280.0,GR,2.0,1.0,1740.0,100.0,Mayor al primario - Esperado para pack,138706.0,41.0,280.0,SEAFOOD-FISH-D92,SARDIMAR
CR,BODEGAS,GUANACASTE,70522283,LECHE PROTEINA DOS PINOS VAINILLA 250ML,70522283,730.0,250.0,ML,70682361,SECUNDARIO,LECHE UHT 50 MAS PROTE SURTI 250ML 6PK,3500.0,1.5,ML,6.0,0.83,2770.0,379.45,Mayor al primario - Esperado para pack,138600.0,40.0,1.5,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,SUPERMERCADOS,CARTAGO,70568255,LECHE UHT DELACTOMY 0% 946ML EDGE,70568255,1200.0,946.0,ML,75187358,SECUNDARIO,LECHE UHT DELACTOMY 0 2838GR EDGE 3 PACK,3500.0,2838.0,GR,3.0,0.97,2300.0,191.67,Mayor al primario - Esperado para pack,138600.0,40.0,2838.0,MILK&CREM-SUBSTUT-SHELF-D95,DOS PINOS
CR,SUPERMERCADOS,LIMON,75054018,,,,,,75054016,SECUNDARIO,6PACK TDM ATUN TROZOS EN ACEITE 630GR,5000.0,630.0,GR,2.0,0.9,,,Sin precio,138600.0,28.0,630.0,SEAFOOD-FISH-D92,TESORO DEL MAR
CR,BODEGAS,HEREDIA - GAM,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,3150.0,150.0,ML,70210303,SECUNDARIO,2PACK DESODOR REXONA SPRAY BAMBOO 300ML,4900.0,300.0,ML,2.0,0.85,1750.0,55.56,Mayor al primario - Esperado para pack,138535.0,32.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,SUPERMERCADOS,SAN JOSE,70568270,JUGO DOS PINOS 100 NARANJA TETRA 250ML,70568270,660.0,250.0,ML,75271989,SECUNDARIO,JUGO UHT NARANJA 100PORC 6 PACK 1500ML,2850.0,1500.0,ML,6.0,0.669999999999999,2190.0,331.82,Mayor al primario - Esperado para pack,138458.0,55.0,1500.0,BEVERAGES - JUICES-D95,DOS PINOS
CR,BODEGAS,PE ORIENTAL SAN JOSE ESTE,75374261,JAMON COCIDO DON CRISTOBAL 250 GR,75374261,2270.0,250.0,GR,75170451,SECUNDARIO,JAMON SELVA NEGRA GREAT VALUE 454GT,3810.0,454.0,GR,1.816,0.84,1540.0,67.84,Mayor al primario - Esperado para pack,138406.0,43.0,454.0,PRE-FORMED & COLD CUTS-D97,GREAT VALUE
CR,DESCUENTO,PACIFICO SUR,70575288,DESODOR REXONA SPRAY MEN V8 150 ML,70575288,3180.0,150.0,ML,70210303,SECUNDARIO,2PACK DESODOR REXONA SPRAY BAMBOO 300ML,4900.0,300.0,ML,2.0,0.85,1720.0,54.09,Mayor al primario - Esperado para pack,138339.0,32.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,REXONA
CR,DESCUENTO,GUANACASTE,70153735,SULI CEREAL ARROZ CHOCOLATE 500GR,70153735,1000.0,500.0,GR,70153730,SECUNDARIO,SULI CEREAL ARROZ CHOCOLATE 200GR,480.0,200.0,GR,0.4,1.15,-520.0,-52.0,REVISAR: Precio menor al primario,138303.0,326.0,200.0,BRKFST CEREL BAR-PASTRY-D92,SULI
CR,BODEGAS,HEREDIA - GAM,70006802,ACEITE GREAT VALUE OLIVA PURO 754 ML,70006802,2700.0,754.0,ML,70199578,SECUNDARIO,ACEITE GREAT VALUE OLIVA CLASICO 502 ML,1980.0,502.0,ML,0.6657824933687,1.04,-720.0,-26.67,REVISAR: Precio menor al primario,138235.0,79.0,502.0,OILS & FATS-D92,GREAT VALUE
CR,WALMART,CARTAGO,205236,DESODORA NIVEA SPRAY DAM ACLAR NAT 150ML,205236,3200.0,150.0,ML,70402416,SECUNDARIO,DEO NIVEA SPRAY ACLAR SATIN 3PK 450ML,7100.0,450.0,ML,3.0,0.75,3900.0,121.88,Mayor al primario - Esperado para pack,138226.0,22.0,450.0,DEODORANTS Y ANTIPERSPIRANT D02,NIVEA
CR,BODEGAS,RURAL NORTE,70331578,HIELO GV BOLSA 2500 GR,70331578,1700.0,2500.0,GR,70376010,SECUNDARIO,HIELO GREAT VALUE BOLSA 10000 GR,4490.0,1000.0,GR,4.0,0.659883720930232,2790.0,164.12,Mayor al primario - Esperado para pack,137883.0,41.0,1000.0,BEVERAGES - WATER-D91,GREAT VALUE
CR,BODEGAS,HEREDIA - GAM,9000672,YOGURT DS PINOS IN LINE SABR FRESA 750ML,9000672,1720.0,750.0,ML,70382224,SECUNDARIO,YOGURT DOS PINOS FRESA ARAND 2PK 750 ML,2260.0,1500.0,ML,2.0,0.75,540.0,31.4,Mayor al primario - Esperado para pack,137715.0,46.0,1500.0,YOGURT D90,DOS PINOS
CR,BODEGAS,PE GENERAL OESTE,70575452,DONA BAKERS CHEFS CAJA 6UND,70575452,1580.0,1.0,EA,75383572,SECUNDARIO,DONA EMPACADA MARCELINO 6 UND,1340.0,1.0,EA,1.0,0.85,-240.0,-15.19,REVISAR: Precio menor al primario,137263.0,115.81,1.0,PIES AND PASTRIES - IN STORE D98,MARCELINO
CR,BODEGAS,LIMON,75002518,DEO NIVEA SPRAY DAMA CLINICAL NAT 150ML,75002518,2830.0,150.0,ML,75345799,SECUNDARIO,DEO NIVEA SPRAY CLINICAL 2PK 300ML,4530.0,300.0,ML,2.0,0.8,1700.0,60.07,Mayor al primario - Esperado para pack,137237.0,35.0,300.0,DEODORANTS Y ANTIPERSPIRANT D02,EUCERIN
CR,DESCUENTO,GUANACASTE,75352031,AVENA GREAT VALUE INTEGRAL 300 GR,75352031,740.0,300.0,GR,75352034,SECUNDARIO,AVENA GREAT VALUE INTEGRAL 1000 GR,1400.0,1000.0,GR,3.33333333333333,0.85,660.0,89.19,Mayor al primario - Esperado para pack,137214.0,99.0,1000.0,BRKFST CEREL BAR-PASTRY-D92,GREAT VALUE
CR,BODEGAS,ALAJUELA - GAM,70199577,ACEITE GREAT VALUE OLIVA EXT VIRGE 502ML,70199577,2450.0,502.0,ML,70199581,SECUNDARIO,ACEITE GREAT VALUE OLIVA EXT VIRGE 754ML,3450.0,754.0,ML,1.50199203187251,0.96,1000.0,40.82,Mayor al primario - Esperado para pack,137080.0,45.0,754.0,OILS & FATS-D92,GREAT VALUE
CR,DESCUENTO,CARTAGO,70153735,SULI CEREAL ARROZ CHOCOLATE 500GR,70153735,1000.0,500.0,GR,70154197,SECUNDARIO,SULI CEREAL ARROZ CHOCOLATE 1200GR,2820.0,1200.0,GR,2.4,0.85,1820.0,182.0,Mayor al primario - Esperado para pack,137039.0,55.0,1200.0,BRKFST CEREL BAR-PASTRY-D92,SULI
CR,DESCUENTO,PACIFICO CENTRAL,70111196,DESODOR SPEEDSTICK SPRAY 24 7 EXTR 150ML,70111196,3300.0,150.0,ML,70526026,SECUNDARIO,DESODOR SPEEDSTICK X5 SPRAY 2PACK 182GR,5610.0,182.0,GR,2.0,0.85,2310.0,70.0,Mayor al primario - Esperado para pack,136860.0,28.0,182.0,DEODORANTS Y ANTIPERSPIRANT D02,SPEED STICK
CR,DESCUENTO,PACIFICO SUR,70491754,ATUN SABEMAS TROZOS EN ACEITE 140 G,70491754,690.0,140.0,GR,75439759,SECUNDARIO,ATUN SABEMAS TROZOS EN ACEITE 6PK 840 GR,4100.0,840.0,GR,6.0,0.92,3410.0,494.2,Mayor al primario - Esperado para pack,136491.0,34.0,840.0,SEAFOOD-FISH-D92,SABEMAS
CR,SUPERMERCADOS,SAN JOSE,70521430,MANI GREAT VALUE CON SAL 454 GR,70521430,2000.0,454.0,GR,70521429,SECUNDARIO,MANI GREAT VALUE CON SAL 978 GR,3510.0,978.0,GR,2.15418502202643,0.85,1510.0,75.5,Mayor al primario - Esperado para pack,136475.0,44.0,978.0,NUTS & SEEDS EDIBLE-D92,GREAT VALUE
CR,WALMART,SAN JOSE,70049348,MOSTAZA HEINZ 396 GR,70049348,1770.0,396.0,GR,70017554,SECUNDARIO,SALSA HEINZ KETCHUP MOSTAZA PACK 1551GR,5300.0,1551.0,GR,3.0,0.8,3530.0,199.44,Mayor al primario - Esperado para pack,136448.0,26.0,1551.0,CONDIMENTS & SPREADS-D92,HEINZ
CR,SUPERMERCADOS,ALAJUELA - GAM,70568271,JUGO DOS PINOS 100 NARANJA TETRA 946ML,70568271,1360.0,946.0,ML,70568350,SECUNDARIO,JUGO DOS PINOS NARANJ C FIB 3PACK 946 ML,3500.0,2838.0,ML,3.0,0.9,2140.0,157.35,Mayor al primario - Esperado para pack,136268.0,44.0,2838.0,BEVERAGES - JUICES-D95,DOS PINOS
CR,BODEGAS,GUANACASTE,70199577,ACEITE GREAT VALUE OLIVA EXT VIRGE 502ML,70199577,2250.0,502.0,ML,70199581,SECUNDARIO,ACEITE GREAT VALUE OLIVA EXT VIRGE 754ML,3140.0,754.0,ML,1.50199203187251,0.96,890.0,39.56,Mayor al primario - Esperado para pack,136171.0,49.0,754.0,OILS & FATS-D92,GREAT VALUE
CR,DESCUENTO,RURAL NORTE,70153736,SULI CEREAL AROS DE FRUTA 500GR,70153736,1060.0,500.0,GR,70153731,SECUNDARIO,SULI CEREAL AROS DE FRUTA 200GR,420.0,200.0,GR,0.4,1.15,-640.0,-60.38,REVISAR: Precio menor al primario,136124.0,327.0,200.0,BRKFST CEREL BAR-PASTRY-D92,SULI
